Shelf mark	Name	Related shelfmark	Depository	Object	Size	Dating	Leaves/pages	Main text	Minor text	Gatherings	Full size	Leaf size	Catch Words and Gatherings	Production Unit	Pricking	Material	Ruling	Columns	Lines	Script	Rubric	Scribe	Production	Style	Colours	Form of Initials	Size of Initials	Iconography	Place	Literature	Links to Database
B 6			KB	Codex	Unknown	1375-1400 (a paper sheet between f. 94 and f. 95 likely from the sixteenth century)	ff.2r-11v	YVgL	Kkb	Unknown	Unknown	255x185	No	I	Yes	Parchment	Ink	1	25		No	Hand b	I	Romanesque, High Gothic (those parts dated to 1375-1400)	R, B, Black	Ornamented large (4-5 lines) and small initials (2 lines). Small initials are usually painted as Lombard letters.	Large and Small	Five historiated miniatures are found in the manuscript. On the fragmented f. 1r (a breaking wheel and a killing scene featuring a victim on the left the killer standing behind the victim with a sword on the right, and on f. 72r, f. 81r, f. 85r and f. 90r fighting scenes featuring two (f. 72r, f. 85r) and three (f. 81r, f. 90r) figures. In addition, on f. 93r, the flaggellation of a single figure and the hanging of three figures is depicted. All of these sections refer to the respective sections of the MEL (on homicide and on theft). Otherwise, the manuscript contains fifteen large initials (4 -5 lines) on f. 3r22-26, f. 14v16-22, f. 25v16-21, f. 32r1-5, f. 41v1-4, f. 45v1-4, f. 47v13-16, f. 52r5-8, f. 56v21-24, f. 64r11-16, f. 74r1-4, f. 82r1-4, f. 86r1-4, f. 91r1-4 and f. 95r1-5. In addition, on f. 39r, two ornamented medium initials are found, but it seems they are part of a palimsest as both the featured texts is wiped out and also the featured colours and the style of the paintings are different from the other sections of the manuscript. 	Throughout	Åström (2003:42; 77; 87-9; 95; 106; 113; 114-5; 126); Cornell (1943); Klemming (1868-1881:280); Vendell (1897:67); Rydberg (1877:46); Schwartz (1876); Collin (1827:67-8); Fant (1818:250)	=HYPERLÄNK("https://www.alvin-portal.org/alvin/view.jsf?dswid=8148&searchType=TEXT&query=&aq=%5B%5B%7B%22A_FQ%22%3A%22b5%22%7D%5D%5D&aqe=%5B%5D&af=%5B%22ARCHIVE_ORG_ID_facet%3A23%22%2C%22CRP_facet%3A1300%22%5D&pid=alvin-record%3A472906&c=17";"Av")
B 6			KB	Codex	Unknown	1375-1400 (a paper sheet between f. 94 and f. 95 likely from the sixteenth century)	f.12r		List of churches in Västergötland	Unknown	Unknown	255x185	No	I	Yes	Parchment	Ink	1	25		No	Hand b	I	Romanesque, High Gothic (those parts dated to 1375-1400)	R, B, Black	Ornamented large (4-5 lines) and small initials (2 lines). Small initials are usually painted as Lombard letters.	Large and Small	Five historiated miniatures are found in the manuscript. On the fragmented f. 1r (a breaking wheel and a killing scene featuring a victim on the left the killer standing behind the victim with a sword on the right, and on f. 72r, f. 81r, f. 85r and f. 90r fighting scenes featuring two (f. 72r, f. 85r) and three (f. 81r, f. 90r) figures. In addition, on f. 93r, the flaggellation of a single figure and the hanging of three figures is depicted. All of these sections refer to the respective sections of the MEL (on homicide and on theft). Otherwise, the manuscript contains fifteen large initials (4 -5 lines) on f. 3r22-26, f. 14v16-22, f. 25v16-21, f. 32r1-5, f. 41v1-4, f. 45v1-4, f. 47v13-16, f. 52r5-8, f. 56v21-24, f. 64r11-16, f. 74r1-4, f. 82r1-4, f. 86r1-4, f. 91r1-4 and f. 95r1-5. In addition, on f. 39r, two ornamented medium initials are found, but it seems they are part of a palimsest as both the featured texts is wiped out and also the featured colours and the style of the paintings are different from the other sections of the manuscript. 	Throughout	Åström (2003:42; 77; 87-9; 95; 106; 113; 114-5; 126); Cornell (1943); Klemming (1868-1881:280); Vendell (1897:67); Rydberg (1877:46); Schwartz (1876); Collin (1827:67-8); Fant (1818:250)	=HYPERLÄNK("https://www.alvin-portal.org/alvin/view.jsf?dswid=8148&searchType=TEXT&query=&aq=%5B%5B%7B%22A_FQ%22%3A%22b5%22%7D%5D%5D&aqe=%5B%5D&af=%5B%22ARCHIVE_ORG_ID_facet%3A23%22%2C%22CRP_facet%3A1300%22%5D&pid=alvin-record%3A472906&c=17";"Av")
B 6			KB	Codex	Unknown	1375-1400 (a paper sheet between f. 94 and f. 95 likely from the sixteenth century)	f.12r		List of churches in Värmland and Dalsland	Unknown	Unknown	255x185	No	I	Yes	Parchment	Ink	1	25		No	Hand b	I	Romanesque, High Gothic (those parts dated to 1375-1400)	R, B, Black	Ornamented large (4-5 lines) and small initials (2 lines). Small initials are usually painted as Lombard letters.	Large and Small	Five historiated miniatures are found in the manuscript. On the fragmented f. 1r (a breaking wheel and a killing scene featuring a victim on the left the killer standing behind the victim with a sword on the right, and on f. 72r, f. 81r, f. 85r and f. 90r fighting scenes featuring two (f. 72r, f. 85r) and three (f. 81r, f. 90r) figures. In addition, on f. 93r, the flaggellation of a single figure and the hanging of three figures is depicted. All of these sections refer to the respective sections of the MEL (on homicide and on theft). Otherwise, the manuscript contains fifteen large initials (4 -5 lines) on f. 3r22-26, f. 14v16-22, f. 25v16-21, f. 32r1-5, f. 41v1-4, f. 45v1-4, f. 47v13-16, f. 52r5-8, f. 56v21-24, f. 64r11-16, f. 74r1-4, f. 82r1-4, f. 86r1-4, f. 91r1-4 and f. 95r1-5. In addition, on f. 39r, two ornamented medium initials are found, but it seems they are part of a palimsest as both the featured texts is wiped out and also the featured colours and the style of the paintings are different from the other sections of the manuscript. 	Throughout	Åström (2003:42; 77; 87-9; 95; 106; 113; 114-5; 126); Cornell (1943); Klemming (1868-1881:280); Vendell (1897:67); Rydberg (1877:46); Schwartz (1876); Collin (1827:67-8); Fant (1818:250)	=HYPERLÄNK("https://www.alvin-portal.org/alvin/view.jsf?dswid=8148&searchType=TEXT&query=&aq=%5B%5B%7B%22A_FQ%22%3A%22b5%22%7D%5D%5D&aqe=%5B%5D&af=%5B%22ARCHIVE_ORG_ID_facet%3A23%22%2C%22CRP_facet%3A1300%22%5D&pid=alvin-record%3A472906&c=17";"Av")
B 6			KB	Codex	Unknown	1375-1400 (a paper sheet between f. 94 and f. 95 likely from the sixteenth century)	f.13r	MEL & KrL	Rhyme on the sections of MEL	Unknown	Unknown	255x185	No	I	Yes	Parchment	Ink	1	25		No	Further scribe	I	Romanesque, High Gothic (those parts dated to 1375-1400)	R, B, Black	Ornamented large (4-5 lines) and small initials (2 lines). Small initials are usually painted as Lombard letters.	Large and Small	Five historiated miniatures are found in the manuscript. On the fragmented f. 1r (a breaking wheel and a killing scene featuring a victim on the left the killer standing behind the victim with a sword on the right, and on f. 72r, f. 81r, f. 85r and f. 90r fighting scenes featuring two (f. 72r, f. 85r) and three (f. 81r, f. 90r) figures. In addition, on f. 93r, the flaggellation of a single figure and the hanging of three figures is depicted. All of these sections refer to the respective sections of the MEL (on homicide and on theft). Otherwise, the manuscript contains fifteen large initials (4 -5 lines) on f. 3r22-26, f. 14v16-22, f. 25v16-21, f. 32r1-5, f. 41v1-4, f. 45v1-4, f. 47v13-16, f. 52r5-8, f. 56v21-24, f. 64r11-16, f. 74r1-4, f. 82r1-4, f. 86r1-4, f. 91r1-4 and f. 95r1-5. In addition, on f. 39r, two ornamented medium initials are found, but it seems they are part of a palimsest as both the featured texts is wiped out and also the featured colours and the style of the paintings are different from the other sections of the manuscript. 	Throughout	Åström (2003:42; 77; 87-9; 95; 106; 113; 114-5; 126); Cornell (1943); Klemming (1868-1881:280); Vendell (1897:67); Rydberg (1877:46); Schwartz (1876); Collin (1827:67-8); Fant (1818:250)	=HYPERLÄNK("https://www.alvin-portal.org/alvin/view.jsf?dswid=8148&searchType=TEXT&query=&aq=%5B%5B%7B%22A_FQ%22%3A%22b5%22%7D%5D%5D&aqe=%5B%5D&af=%5B%22ARCHIVE_ORG_ID_facet%3A23%22%2C%22CRP_facet%3A1300%22%5D&pid=alvin-record%3A472906&c=17";"Av")
B 6			KB	Codex	Unknown	1375-1400 (a paper sheet between f. 94 and f. 95 likely from the sixteenth century)	ff. 13v-39v	MEL		Unknown	Unknown	255x185	Yes, on f.22r ("secundum"), f. 28r "tercium"), and on f.36r ("quarcium").	I	Yes	Parchment	Ink	1	25	Textualis	No	Hand b (f. 1v, f. 2r, f. 12r and most of ff. 13v-102r)	I	Romanesque, High Gothic (those parts dated to 1375-1400)	R, B, Black	Ornamented large (4-5 lines) and small initials (2 lines). Small initials are usually painted as Lombard letters.	Large and Small	Five historiated miniatures are found in the manuscript. On the fragmented f. 1r (a breaking wheel and a killing scene featuring a victim on the left the killer standing behind the victim with a sword on the right, and on f. 72r, f. 81r, f. 85r and f. 90r fighting scenes featuring two (f. 72r, f. 85r) and three (f. 81r, f. 90r) figures. In addition, on f. 93r, the flaggellation of a single figure and the hanging of three figures is depicted. All of these sections refer to the respective sections of the MEL (on homicide and on theft). Otherwise, the manuscript contains fifteen large initials (4 -5 lines) on f. 3r22-26, f. 14v16-22, f. 25v16-21, f. 32r1-5, f. 41v1-4, f. 45v1-4, f. 47v13-16, f. 52r5-8, f. 56v21-24, f. 64r11-16, f. 74r1-4, f. 82r1-4, f. 86r1-4, f. 91r1-4 and f. 95r1-5. In addition, on f. 39r, two ornamented medium initials are found, but it seems they are part of a palimsest as both the featured texts is wiped out and also the featured colours and the style of the paintings are different from the other sections of the manuscript. 	Throughout	Åström (2003:42; 77; 87-9; 95; 106; 113; 114-5; 126); Cornell (1943); Klemming (1868-1881:280); Vendell (1897:67); Rydberg (1877:46); Schwartz (1876); Collin (1827:67-8); Fant (1818:250)	=HYPERLÄNK("https://www.alvin-portal.org/alvin/view.jsf?dswid=8148&searchType=TEXT&query=&aq=%5B%5B%7B%22A_FQ%22%3A%22b5%22%7D%5D%5D&aqe=%5B%5D&af=%5B%22ARCHIVE_ORG_ID_facet%3A23%22%2C%22CRP_facet%3A1300%22%5D&pid=alvin-record%3A472906&c=17";"Av")
B 6			KB	Codex	Unknown	1375-1400 (a paper sheet between f. 94 and f. 95 likely from the sixteenth century)	f.40r e. JB.		Danaholm meeting on the borders of Västgötland (ca. 1050-1060)	Unknown	Unknown	255x185	No	I	Yes	Parchment	Ink	1	30	Textualis	No	Hand b (f. 1v, f. 2r, f. 12r and most of ff. 13v-102r)	I	Romanesque, High Gothic (those parts dated to 1375-1400)	R, B, Black	Ornamented large (4-5 lines) and small initials (2 lines). Small initials are usually painted as Lombard letters.	Large and Small	Five historiated miniatures are found in the manuscript. On the fragmented f. 1r (a breaking wheel and a killing scene featuring a victim on the left the killer standing behind the victim with a sword on the right, and on f. 72r, f. 81r, f. 85r and f. 90r fighting scenes featuring two (f. 72r, f. 85r) and three (f. 81r, f. 90r) figures. In addition, on f. 93r, the flaggellation of a single figure and the hanging of three figures is depicted. All of these sections refer to the respective sections of the MEL (on homicide and on theft). Otherwise, the manuscript contains fifteen large initials (4 -5 lines) on f. 3r22-26, f. 14v16-22, f. 25v16-21, f. 32r1-5, f. 41v1-4, f. 45v1-4, f. 47v13-16, f. 52r5-8, f. 56v21-24, f. 64r11-16, f. 74r1-4, f. 82r1-4, f. 86r1-4, f. 91r1-4 and f. 95r1-5. In addition, on f. 39r, two ornamented medium initials are found, but it seems they are part of a palimsest as both the featured texts is wiped out and also the featured colours and the style of the paintings are different from the other sections of the manuscript. 	Throughout	Åström (2003:42; 77; 87-9; 95; 106; 113; 114-5; 126); Cornell (1943); Klemming (1868-1881:280); Vendell (1897:67); Rydberg (1877:46); Schwartz (1876); Collin (1827:67-8); Fant (1818:250)	=HYPERLÄNK("https://www.alvin-portal.org/alvin/view.jsf?dswid=8148&searchType=TEXT&query=&aq=%5B%5B%7B%22A_FQ%22%3A%22b5%22%7D%5D%5D&aqe=%5B%5D&af=%5B%22ARCHIVE_ORG_ID_facet%3A23%22%2C%22CRP_facet%3A1300%22%5D&pid=alvin-record%3A472906&c=17";"Av")
B 6			KB	Codex	Unknown	1375-1400 (a paper sheet between f. 94 and f. 95 likely from the sixteenth century)	f.40r-v		Borders of Västgötland	Unknown	Unknown	255x185	No	I	Yes	Parchment	Ink	1	30	Textualis	No	Hand b (f. 1v, f. 2r, f. 12r and most of ff. 13v-102r)	I	Romanesque, High Gothic (those parts dated to 1375-1400)	R, B, Black	Ornamented large (4-5 lines) and small initials (2 lines). Small initials are usually painted as Lombard letters.	Large and Small	Five historiated miniatures are found in the manuscript. On the fragmented f. 1r (a breaking wheel and a killing scene featuring a victim on the left the killer standing behind the victim with a sword on the right, and on f. 72r, f. 81r, f. 85r and f. 90r fighting scenes featuring two (f. 72r, f. 85r) and three (f. 81r, f. 90r) figures. In addition, on f. 93r, the flaggellation of a single figure and the hanging of three figures is depicted. All of these sections refer to the respective sections of the MEL (on homicide and on theft). Otherwise, the manuscript contains fifteen large initials (4 -5 lines) on f. 3r22-26, f. 14v16-22, f. 25v16-21, f. 32r1-5, f. 41v1-4, f. 45v1-4, f. 47v13-16, f. 52r5-8, f. 56v21-24, f. 64r11-16, f. 74r1-4, f. 82r1-4, f. 86r1-4, f. 91r1-4 and f. 95r1-5. In addition, on f. 39r, two ornamented medium initials are found, but it seems they are part of a palimsest as both the featured texts is wiped out and also the featured colours and the style of the paintings are different from the other sections of the manuscript. 	Throughout	Åström (2003:42; 77; 87-9; 95; 106; 113; 114-5; 126); Cornell (1943); Klemming (1868-1881:280); Vendell (1897:67); Rydberg (1877:46); Schwartz (1876); Collin (1827:67-8); Fant (1818:250)	=HYPERLÄNK("https://www.alvin-portal.org/alvin/view.jsf?dswid=8148&searchType=TEXT&query=&aq=%5B%5B%7B%22A_FQ%22%3A%22b5%22%7D%5D%5D&aqe=%5B%5D&af=%5B%22ARCHIVE_ORG_ID_facet%3A23%22%2C%22CRP_facet%3A1300%22%5D&pid=alvin-record%3A472906&c=17";"Av")
B 7			KB	Codex	Unknown	1375-1400	ff. 1r-14v	UL	Kkb	I:8 (4b; ff. 1-8)	235×165×40	Unknown	Yes, custodes on f. 17v, f. 29v, f. 39v, f. 49v, f. 58v, f. 67v, f. 77v, f. 87v, f. 99v, f. 111v.	I		Parchment		1	28		Yes	Hand a	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Schlyter (1834:XI-XII); Schlyter (1862:XIX); Wollin (1981:91-5); Åström (2003)	=HYPERLÄNK("https://manuscripta.se/ms/100260";"MS (Not digitalised)")
B 7			KB	Codex	Unknown	1375-1400	f. 8v	UL	Kkb (SdmL, section)	I:8 (4b; ff. 1-8)	235×165×40	Unknown	Yes, custodes on f. 17v, f. 29v, f. 39v, f. 49v, f. 58v, f. 67v, f. 77v, f. 87v, f. 99v, f. 111v.	I		Parchment		1	28		Yes	Hand a	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Schlyter (1834:XI-XII); Schlyter (1862:XIX); Wollin (1981:91-5); Åström (2003)	=HYPERLÄNK("https://manuscripta.se/ms/100260";"MS (Not digitalised)")
B 7			KB	Codex	Unknown	1375-1400	ff.15r-114v	MEL			235×165×40	Unknown	Yes, custodes on f. 17v, f. 29v, f. 39v, f. 49v, f. 58v, f. 67v, f. 77v, f. 87v, f. 99v, f. 111v.	I		Parchment		1	28		Yes	Hand a	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Schlyter (1834:XI-XII); Schlyter (1862:XIX); Wollin (1981:91-5); Åström (2003)	=HYPERLÄNK("https://manuscripta.se/ms/100260";"MS (Not digitalised)")
B 7			KB	Codex	Unknown	1375-1400	ff. 26r-27v	MEL	Kgb, ch. 10 (UL)		235×165×40	Unknown	Yes, custodes on f. 17v, f. 29v, f. 39v, f. 49v, f. 58v, f. 67v, f. 77v, f. 87v, f. 99v, f. 111v.	I		Parchment		1	28		Yes	Hand a	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Schlyter (1834:XI-XII); Schlyter (1862:XIX); Wollin (1981:91-5); Åström (2003)	=HYPERLÄNK("https://manuscripta.se/ms/100260";"MS (Not digitalised)")
B 7			KB	Codex	Unknown	1375-1400	f. 77v	Ovidius: Versus	Fasti, Lib. 6 v. 589-590		235×165×40	Unknown	Yes, custodes on f. 17v, f. 29v, f. 39v, f. 49v, f. 58v, f. 67v, f. 77v, f. 87v, f. 99v, f. 111v.	I		Parchment		1	28		Yes	Hand a	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Schlyter (1834:XI-XII); Schlyter (1862:XIX); Wollin (1981:91-5); Åström (2003)	=HYPERLÄNK("https://manuscripta.se/ms/100260";"MS (Not digitalised)")
B 7			KB	Codex	Unknown	1375-1400	f. 114v		RB		235×165×40	Unknown	Yes, custodes on f. 17v, f. 29v, f. 39v, f. 49v, f. 58v, f. 67v, f. 77v, f. 87v, f. 99v, f. 111v.	I		Parchment		1	28		Yes	Hand a	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Schlyter (1834:XI-XII); Schlyter (1862:XIX); Wollin (1981:91-5); Åström (2003)	=HYPERLÄNK("https://manuscripta.se/ms/100260";"MS (Not digitalised)")
B 7			KB	Codex	Unknown	1375-1400	f.. 114v		List over Christian Swedish kings		235×165×40	Unknown	Yes, custodes on f. 17v, f. 29v, f. 39v, f. 49v, f. 58v, f. 67v, f. 77v, f. 87v, f. 99v, f. 111v.	I		Parchment		1	28		Yes	Hand a	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Schlyter (1834:XI-XII); Schlyter (1862:XIX); Wollin (1981:91-5); Åström (2003)	=HYPERLÄNK("https://manuscripta.se/ms/100260";"MS (Not digitalised)")
B 8			KB	Codex	Unknown	1475-1500	ff.1r-70v	MEL		I:10 (5b; ff. 1-10)	220x150x40	Unknown	Unknown	I		Parchment		1	30			Hand a	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Schlyter (1862:xlix)	=HYPERLÄNK("https://manuscripta.se/ms/100261";"MS (Not digitalised)")
B 8			KB	Codex	Unknown	1475-1500	ff. 11-12r	MEL	Kgb ch. 10	II:7 (3b, 1f; ff. 11-17); III:7 (3b, 1f; ff. 18-24); IV:5 (1b, 3f; ff. 25-30); V:8 (3b, 2f; ff. 31-38); VI:6 (1b, 4f; ff. 39-44); VII:10 (4b, 2f; ff. 45-54); VIII:11 (5b, 1f; ff. 55-65); IX:5 (2b, 1f; ff. 66-70); X:2 (1b; f. 70)	220x150x40	Unknown	Unknown	I		Parchment		1	30			Hand a	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Schlyter (1862:xlix)	=HYPERLÄNK("https://manuscripta.se/ms/100261";"MS (Not digitalised)")
B 9			KB	Codex	Unknown	1375-1400	ff.1r-91v	MEL		I:4 (2b; ff. 1-4); II:2 (1b; ff. 5-6); III:4 (2b; ff. 6:1-6:4); IV:6 (3b; ff. 7-12); V:2 (1b; ff. 12:1-12:2); VI:8 (4b; ff. 13-20); VII:8 (4b; ff. 21-28); VIII:8 (4b; ff. 29-36); IX:8 (4b; ff. 37-44); X:8 (4b; ff. 45-52); XI:4 (2b; ff. 53-56); XII:8 (4b; ff. 57-64); XIII:8 (4b; ff. 65-72); XIV:8 (4b; ff. 73-80); XV:8 (3b, 2f; ff. 81-88); XVI:3 (3f; ff. 89-91); XVII:13 (5b, 3f; ff. 91:1-91:13)	240 × 180 × 50	Unknown		I		Parchment		1	24		No	Hand a	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Cornell (1943)	=HYPERLÄNK("https://manuscripta.se/ms/100262";"MS (Not digitalised)")
B 9			KB	Codex	Unknown	1375-1400	f. 91r	MEL	Eb (ÖgL, part.)	I:4 (2b; ff. 1-4); II:2 (1b; ff. 5-6); III:4 (2b; ff. 6:1-6:4); IV:6 (3b; ff. 7-12); V:2 (1b; ff. 12:1-12:2); VI:8 (4b; ff. 13-20); VII:8 (4b; ff. 21-28); VIII:8 (4b; ff. 29-36); IX:8 (4b; ff. 37-44); X:8 (4b; ff. 45-52); XI:4 (2b; ff. 53-56); XII:8 (4b; ff. 57-64); XIII:8 (4b; ff. 65-72); XIV:8 (4b; ff. 73-80); XV:8 (3b, 2f; ff. 81-88); XVI:3 (3f; ff. 89-91); XVII:13 (5b, 3f; ff. 91:1-91:13)	240 × 180 × 50	Unknown		I		Parchment		1	24		No	Hand a	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Cornell (1943)	=HYPERLÄNK("https://manuscripta.se/ms/100262";"MS (Not digitalised)")
B 9			KB	Codex	Unknown	1375-1400	f. 91r	MEL	Mhb ch. 49 (UL)	I:4 (2b; ff. 1-4); II:2 (1b; ff. 5-6); III:4 (2b; ff. 6:1-6:4); IV:6 (3b; ff. 7-12); V:2 (1b; ff. 12:1-12:2); VI:8 (4b; ff. 13-20); VII:8 (4b; ff. 21-28); VIII:8 (4b; ff. 29-36); IX:8 (4b; ff. 37-44); X:8 (4b; ff. 45-52); XI:4 (2b; ff. 53-56); XII:8 (4b; ff. 57-64); XIII:8 (4b; ff. 65-72); XIV:8 (4b; ff. 73-80); XV:8 (3b, 2f; ff. 81-88); XVI:3 (3f; ff. 89-91); XVII:13 (5b, 3f; ff. 91:1-91:13)	240 × 180 × 50	Unknown		I		Parchment		1	24		No	Hand a	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Cornell (1943)	=HYPERLÄNK("https://manuscripta.se/ms/100262";"MS (Not digitalised)")
B 10			KB	Codex	Unknown	Unknown	ff. 1-4	YVgL	Kkb	I:5 (1b, 3f; ff. 1-5)	250x190x60	Unknown	Unknown	II	Yes	Parchment	Ink	1		Textualis	Yes	Hand a	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Klemming (1868-1881:280); Schlyter (1862:XII-XIII; 1838: 184-190)	=HYPERLÄNK("https://manuscripta.se/ms/100263";"MS (Not digitalised)")
B 10			KB	Codex	Unknown	Unknown	f. 5r-v		RB	I:5 (1b, 3f; ff. 1-5)	250x190x60	Unknown	Unknown	II	Yes	Parchment	Ink	1		Textualis	Yes	Futher scribe	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Klemming (1868-1881:280); Schlyter (1862:XII-XIII; 1838: 184-190)	=HYPERLÄNK("https://www.alvin-portal.org/alvin/view.jsf?dswid=8148&searchType=TEXT&query=&aq=%5B%5B%7B%22A_FQ%22%3A%22b5%22%7D%5D%5D&aqe=%5B%5D&af=%5B%22ARCHIVE_ORG_ID_facet%3A23%22%2C%22CRP_facet%3A1300%22%5D&pid=alvin-record%3A472902&c=4";"Av")
B 10			KB	Codex	Unknown	1300-1400 (AV: 1350-1399)	ff. 6r-92r	MEL	In the margins, various sections from KrL were added in the following centuries	II:4 (1b, 2f; ff. 6-9); III:8 (4b; ff. 10-17); IV:6 (3b; ff. 18-23); V:8 (4b; ff. 24-31); VI:8 (4b; ff. 32-39); VII:5 (2b, 1f; ff. 40-44); VIII:1 (1f; f. 45); IX:6 (3b; ff. 46-51); X:4 (2b; ff. 52-55); XI:8 (4b; ff. 56-63); XII:6 (3b; ff. 64-69); XIII:8 (4b; ff. 70-77); XIV:8 (4b; ff. 78-85); XV:7 (3b, 1f; ff. 86-92); XVI:3 (3f; ff. 93-95)	250x190x60	Unknown	Unknown	I	Yes	Parchment	Ink	1		Textualis	Yes	Hand b	Unknown	Romanesque, Gothic	R, B	Ornamented large (5-6 lines) and small initials (2 lines). Small initials are usually painted in Lombard initials.	Large and Small	A historiated full-page miniature showing the Calvary Group is depicted on f. 37r, with an additional, kneeing figure below the cross on the right side. In addition, in the lower margin on f. 68r, a fighting scene featuring two figures is found (likely related to Mhb). Otherwise, sixteen ornamented large initials (5-6 lines) on f. 2v, f. 6r12-20 (9 lines), f. 18v, f. 29r1-6, f. 38v, f. 48r1-5, f. 50v, f. 56r1-6, f. 68r1-6, f. 74v, f. 78r1-6, f. 82v, f. 85v, f. 97r, f. 98r and f. 99r.	Throughout	Karlsson (1904:XIX-XXIII)	=HYPERLÄNK("https://www.alvin-portal.org/alvin/view.jsf?dswid=8148&searchType=TEXT&query=&aq=%5B%5B%7B%22A_FQ%22%3A%22b5%22%7D%5D%5D&aqe=%5B%5D&af=%5B%22ARCHIVE_ORG_ID_facet%3A23%22%2C%22CRP_facet%3A1300%22%5D&pid=alvin-record%3A472902&c=4";"Av")
B 10			KB	Codex	Unknown	Unknown	ff. 93-95		RBME 1335	II:4 (1b, 2f; ff. 6-9); III:8 (4b; ff. 10-17); IV:6 (3b; ff. 18-23); V:8 (4b; ff. 24-31); VI:8 (4b; ff. 32-39); VII:5 (2b, 1f; ff. 40-44); VIII:1 (1f; f. 45); IX:6 (3b; ff. 46-51); X:4 (2b; ff. 52-55); XI:8 (4b; ff. 56-63); XII:6 (3b; ff. 64-69); XIII:8 (4b; ff. 70-77); XIV:8 (4b; ff. 78-85); XV:7 (3b, 1f; ff. 86-92); XVI:3 (3f; ff. 93-95)	250x190x60	Unknown	Unknown	I	Yes	Parchment	Ink	1		Textualis	Yes	Further scribes	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Liljegren (1829); Hjärne (1895:314-322); Hadorph (1687:1-3; 6)	=HYPERLÄNK("https://www.alvin-portal.org/alvin/view.jsf?dswid=8148&searchType=TEXT&query=&aq=%5B%5B%7B%22A_FQ%22%3A%22b5%22%7D%5D%5D&aqe=%5B%5D&af=%5B%22ARCHIVE_ORG_ID_facet%3A23%22%2C%22CRP_facet%3A1300%22%5D&pid=alvin-record%3A472902&c=4";"Av")
B 10			KB	Codex	Unknown	Unknown	f.96r		RBKK 1458	XVII:10 (4b, 2f; ff. 96-105); XVIII:3 (1b, 1f; ff. 106-108)	250x190x60	Unknown	Unknown	II	Yes	Parchment	Ink	1		Textualis	Yes	Hand a	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Liljegren (1829); Hjärne (1895:314-322); Hadorph (1687:1-3; 6)	=HYPERLÄNK("https://www.alvin-portal.org/alvin/view.jsf?dswid=8148&searchType=TEXT&query=&aq=%5B%5B%7B%22A_FQ%22%3A%22b5%22%7D%5D%5D&aqe=%5B%5D&af=%5B%22ARCHIVE_ORG_ID_facet%3A23%22%2C%22CRP_facet%3A1300%22%5D&pid=alvin-record%3A472902&c=4";"Av")
B 10			KB	Codex	Unknown	Unknown	f.96v		List over communal forests	XVII:10 (4b, 2f; ff. 96-105); XVIII:3 (1b, 1f; ff. 106-108)	250x190x60	Unknown	Unknown	II	Yes	Parchment	Ink	1		Textualis	Yes	Hand a	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Liljegren (1829); Hjärne (1895:314-322); Hadorph (1687:1-3; 6)	=HYPERLÄNK("https://www.alvin-portal.org/alvin/view.jsf?dswid=8148&searchType=TEXT&query=&aq=%5B%5B%7B%22A_FQ%22%3A%22b5%22%7D%5D%5D&aqe=%5B%5D&af=%5B%22ARCHIVE_ORG_ID_facet%3A23%22%2C%22CRP_facet%3A1300%22%5D&pid=alvin-record%3A472902&c=4";"Av")
B 10			KB	Codex	Unknown	Unknown	f.97r-97v		List over borders of counties	XVII:10 (4b, 2f; ff. 96-105); XVIII:3 (1b, 1f; ff. 106-108)	250x190x60	Unknown	Unknown	II	Yes	Parchment	Ink	1		Textualis	Yes	Hand a	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Liljegren (1829); Hjärne (1895:314-322); Hadorph (1687:1-3; 6)	=HYPERLÄNK("https://www.alvin-portal.org/alvin/view.jsf?dswid=8148&searchType=TEXT&query=&aq=%5B%5B%7B%22A_FQ%22%3A%22b5%22%7D%5D%5D&aqe=%5B%5D&af=%5B%22ARCHIVE_ORG_ID_facet%3A23%22%2C%22CRP_facet%3A1300%22%5D&pid=alvin-record%3A472902&c=4";"Av")
