Shelf mark	Language	Name	Related Shelfmarks	Depository	Object	Size	Dating	Leaves/Pages	Main text	Minor text	Gatherings	Full size	Leaf size	Catch Words and Gatherings	Production Unit	Pricking	Material	Ruling	Columns	Lines	Script	Rubric	Scribe	Production	Style	Colours	Form of Initials	Size of Initials	Iconography	Place	Literature	Links to Database
AM 351 fol	is	Skálholtsbók eldri	I.1/Main manuscript (Ólafur Halldórsson, 1904)	SÁM	Codex	Fol.	1400	ff. 115vb-116vb		SJA 1290	I: 4 (ff. 1-4); II: 2 (ff. 5-6); III: 8 (ff. 7-14); IV: 8 (ff. 15-22); V: 8 (ff. 23-30); VI: 8 (ff. 31-38); VII: 8 (ff. 39-46): VIII: 8 (ff. 47-54); IX: 8 (ff. 55-62); X: 8 (ff. 63-70); XI: 8 (ff. 71-78); XII: 8 (ff. 79-86); XIII: 8 (ff. 87-94); XVI: 8 (ff. 95-102); XV: 8 (ff. 103-110); XVI: 8 (ff. 111-118); XVII: 8 (ff. 119-126); XVIII: 7 (ff. 127-133)	Unknown	280x198		I	Yes	Parchment	Dry	2	30	Gothic	Yes	Hand a	Northern Iceland (?)	Romanesque, Gothic	Y, B, R, G	Pen-flourished initials; Medium and large initials (6-9 lines) and minor initials (3 lines)	Small, Medium, Large	1 historiated initial on f. 2ra1-9 (Þingfararbálkr, ch. 1; two figures: One [Óláfr helgi], depicted with a halo, on the left sitting on a throne, holding an axe in one hand and in the other a book. Before the throne a second figure is depicted on the right [Þorlákr helgi?], also with a halo. This figure holds a bishop's stave, and shows with the other a blessing gesture) and ornamented littera florissa on f. 1ra1-6, f. 5rb5-10, f. 6va22-28, f. 15va10-16, f. 17va11-14, f. 22vb3-9, f. 26ra16-22, f. 29ra1-6, f. 44rb12-17, f. 48ra11-18, f. 53vb11-17, f. 58rb21-27, f. 64va1-4, f. 72va14-18, f. 74ra18-23, f. 96vb5-11, f. 110vb11-15	Throughout	Kjeldsen (2010); DI I, 108-9; NgL IV, 536-38; Kålund 1889, 285-86; Winroth (2018); Westergård-Nielsen (1971); Schulman (2010:485); Stefán Karlsson (1972:199-204; 1979:124-127; 1982:197-200)	[HR](https://handrit.is/manuscript/view/is/AM02-0351/0); [NorS](https://sprogsamlinger.ku.dk/q.php?p=ds/hjem/mapper/28515)
AM 351 fol	is	Skálholtsbók eldri	I.1/Main manuscript (Ólafur Halldórsson, 1904)	SÁM	Codex	Fol.	1400	ff.116vb	Annals (1275-1277)		I: 4 (ff. 1-4); II: 2 (ff. 5-6); III: 8 (ff. 7-14); IV: 8 (ff. 15-22); V: 8 (ff. 23-30); VI: 8 (ff. 31-38); VII: 8 (ff. 39-46): VIII: 8 (ff. 47-54); IX: 8 (ff. 55-62); X: 8 (ff. 63-70); XI: 8 (ff. 71-78); XII: 8 (ff. 79-86); XIII: 8 (ff. 87-94); XVI: 8 (ff. 95-102); XV: 8 (ff. 103-110); XVI: 8 (ff. 111-118); XVII: 8 (ff. 119-126); XVIII: 7 (ff. 127-133)	Unknown	280x198		I	Yes	Parchment	Dry	2	30	Gothic	Yes	Hand a	Northern Iceland (?)	Romanesque, Gothic	Y, B, R, G	Pen-flourished initials; Medium and large initials (6-9 lines) and minor initials (3 lines)	Small, Medium, Large	1 historiated initial on f. 2ra1-9 (Þingfararbálkr, ch. 1; two figures: One [Óláfr helgi], depicted with a halo, on the left sitting on a throne, holding an axe in one hand and in the other a book. Before the throne a second figure is depicted on the right [Þorlákr helgi?], also with a halo. This figure holds a bishop's stave, and shows with the other a blessing gesture) and ornamented littera florissa on f. 1ra1-6, f. 5rb5-10, f. 6va22-28, f. 15va10-16, f. 17va11-14, f. 22vb3-9, f. 26ra16-22, f. 29ra1-6, f. 44rb12-17, f. 48ra11-18, f. 53vb11-17, f. 58rb21-27, f. 64va1-4, f. 72va14-18, f. 74ra18-23, f. 96vb5-11, f. 110vb11-15	Throughout	Kjeldsen (2010); DI I, 108-9; NgL IV, 536-38; Kålund 1889, 285-86; Winroth (2018); Westergård-Nielsen (1971); Schulman (2010:485); Stefán Karlsson (1972:199-204; 1979:124-127; 1982:197-200)	[HR](https://handrit.is/manuscript/view/is/AM02-0351/0); [NorS](https://sprogsamlinger.ku.dk/q.php?p=ds/hjem/mapper/28515)
AM 351 fol	is	Skálholtsbók eldri	I.1/Main manuscript (Ólafur Halldórsson, 1904)	SÁM	Codex	Fol.	1400	ff. 116vb-120vb		SJA 1280	I: 4 (ff. 1-4); II: 2 (ff. 5-6); III: 8 (ff. 7-14); IV: 8 (ff. 15-22); V: 8 (ff. 23-30); VI: 8 (ff. 31-38); VII: 8 (ff. 39-46): VIII: 8 (ff. 47-54); IX: 8 (ff. 55-62); X: 8 (ff. 63-70); XI: 8 (ff. 71-78); XII: 8 (ff. 79-86); XIII: 8 (ff. 87-94); XVI: 8 (ff. 95-102); XV: 8 (ff. 103-110); XVI: 8 (ff. 111-118); XVII: 8 (ff. 119-126); XVIII: 7 (ff. 127-133)	Unknown	280x198		I	Yes	Parchment	Dry	2	30	Gothic	Yes	Hand a	Northern Iceland (?)	Romanesque, Gothic	Y, B, R, G	Pen-flourished initials; Medium and large initials (6-9 lines) and minor initials (3 lines)	Small, Medium, Large	1 historiated initial on f. 2ra1-9 (Þingfararbálkr, ch. 1; two figures: One [Óláfr helgi], depicted with a halo, on the left sitting on a throne, holding an axe in one hand and in the other a book. Before the throne a second figure is depicted on the right [Þorlákr helgi?], also with a halo. This figure holds a bishop's stave, and shows with the other a blessing gesture) and ornamented littera florissa on f. 1ra1-6, f. 5rb5-10, f. 6va22-28, f. 15va10-16, f. 17va11-14, f. 22vb3-9, f. 26ra16-22, f. 29ra1-6, f. 44rb12-17, f. 48ra11-18, f. 53vb11-17, f. 58rb21-27, f. 64va1-4, f. 72va14-18, f. 74ra18-23, f. 96vb5-11, f. 110vb11-15	Throughout	Kjeldsen (2010); DI I, 108-9; NgL IV, 536-38; Kålund 1889, 285-86; Winroth (2018); Westergård-Nielsen (1971); Schulman (2010:485); Stefán Karlsson (1972:199-204; 1979:124-127; 1982:197-200)	[HR](https://handrit.is/manuscript/view/is/AM02-0351/0); [NorS](https://sprogsamlinger.ku.dk/q.php?p=ds/hjem/mapper/28515)
AM 351 fol	is	Skálholtsbók eldri	I.1/Main manuscript (Ólafur Halldórsson, 1904)	SÁM	Codex	Fol.	1400	f. 120vb		SAB 1292	I: 4 (ff. 1-4); II: 2 (ff. 5-6); III: 8 (ff. 7-14); IV: 8 (ff. 15-22); V: 8 (ff. 23-30); VI: 8 (ff. 31-38); VII: 8 (ff. 39-46): VIII: 8 (ff. 47-54); IX: 8 (ff. 55-62); X: 8 (ff. 63-70); XI: 8 (ff. 71-78); XII: 8 (ff. 79-86); XIII: 8 (ff. 87-94); XVI: 8 (ff. 95-102); XV: 8 (ff. 103-110); XVI: 8 (ff. 111-118); XVII: 8 (ff. 119-126); XVIII: 7 (ff. 127-133)	Unknown	280x198		I	Yes	Parchment	Dry	2	30	Gothic	Yes	Hand a	Northern Iceland (?)	Romanesque, Gothic	Y, B, R, G	Pen-flourished initials; Medium and large initials (6-9 lines) and minor initials (3 lines)	Small, Medium, Large	1 historiated initial on f. 2ra1-9 (Þingfararbálkr, ch. 1; two figures: One [Óláfr helgi], depicted with a halo, on the left sitting on a throne, holding an axe in one hand and in the other a book. Before the throne a second figure is depicted on the right [Þorlákr helgi?], also with a halo. This figure holds a bishop's stave, and shows with the other a blessing gesture) and ornamented littera florissa on f. 1ra1-6, f. 5rb5-10, f. 6va22-28, f. 15va10-16, f. 17va11-14, f. 22vb3-9, f. 26ra16-22, f. 29ra1-6, f. 44rb12-17, f. 48ra11-18, f. 53vb11-17, f. 58rb21-27, f. 64va1-4, f. 72va14-18, f. 74ra18-23, f. 96vb5-11, f. 110vb11-15	Throughout	Kjeldsen (2010); DI I, 108-9; NgL IV, 536-38; Kålund 1889, 285-86; Winroth (2018); Westergård-Nielsen (1971); Schulman (2010:485); Stefán Karlsson (1972:199-204; 1979:124-127; 1982:197-200)	[HR](https://handrit.is/manuscript/view/is/AM02-0351/0); [NorS](https://sprogsamlinger.ku.dk/q.php?p=ds/hjem/mapper/28515)
AM 351 fol	is	Skálholtsbók eldri	I.1/Main manuscript (Ólafur Halldórsson, 1904)	SÁM	Codex	Fol.	1400	ff. 120vb-121rb		SAB 1280	I: 4 (ff. 1-4); II: 2 (ff. 5-6); III: 8 (ff. 7-14); IV: 8 (ff. 15-22); V: 8 (ff. 23-30); VI: 8 (ff. 31-38); VII: 8 (ff. 39-46): VIII: 8 (ff. 47-54); IX: 8 (ff. 55-62); X: 8 (ff. 63-70); XI: 8 (ff. 71-78); XII: 8 (ff. 79-86); XIII: 8 (ff. 87-94); XVI: 8 (ff. 95-102); XV: 8 (ff. 103-110); XVI: 8 (ff. 111-118); XVII: 8 (ff. 119-126); XVIII: 7 (ff. 127-133)	Unknown	280x198		I	Yes	Parchment	Dry	2	30	Gothic	Yes	Hand a	Northern Iceland (?)	Romanesque, Gothic	Y, B, R, G	Pen-flourished initials; Medium and large initials (6-9 lines) and minor initials (3 lines)	Small, Medium, Large	1 historiated initial on f. 2ra1-9 (Þingfararbálkr, ch. 1; two figures: One [Óláfr helgi], depicted with a halo, on the left sitting on a throne, holding an axe in one hand and in the other a book. Before the throne a second figure is depicted on the right [Þorlákr helgi?], also with a halo. This figure holds a bishop's stave, and shows with the other a blessing gesture) and ornamented littera florissa on f. 1ra1-6, f. 5rb5-10, f. 6va22-28, f. 15va10-16, f. 17va11-14, f. 22vb3-9, f. 26ra16-22, f. 29ra1-6, f. 44rb12-17, f. 48ra11-18, f. 53vb11-17, f. 58rb21-27, f. 64va1-4, f. 72va14-18, f. 74ra18-23, f. 96vb5-11, f. 110vb11-15	Throughout	Kjeldsen (2010); DI I, 108-9; NgL IV, 536-38; Kålund 1889, 285-86; Winroth (2018); Westergård-Nielsen (1971); Schulman (2010:485); Stefán Karlsson (1972:199-204; 1979:124-127; 1982:197-200)	[HR](https://handrit.is/manuscript/view/is/AM02-0351/0); [NorS](https://sprogsamlinger.ku.dk/q.php?p=ds/hjem/mapper/28515)
AM 351 fol	is	Skálholtsbók eldri	I.1/Main manuscript (Ólafur Halldórsson, 1904)	SÁM	Codex	Fol.	1400	f. 121rb-vb13		SEA 1320 [2]	I: 4 (ff. 1-4); II: 2 (ff. 5-6); III: 8 (ff. 7-14); IV: 8 (ff. 15-22); V: 8 (ff. 23-30); VI: 8 (ff. 31-38); VII: 8 (ff. 39-46): VIII: 8 (ff. 47-54); IX: 8 (ff. 55-62); X: 8 (ff. 63-70); XI: 8 (ff. 71-78); XII: 8 (ff. 79-86); XIII: 8 (ff. 87-94); XVI: 8 (ff. 95-102); XV: 8 (ff. 103-110); XVI: 8 (ff. 111-118); XVII: 8 (ff. 119-126); XVIII: 7 (ff. 127-133)	Unknown	280x198		I	Yes	Parchment	Dry	2	30	Gothic	Yes	Hand a	Northern Iceland (?)	Romanesque, Gothic	Y, B, R, G	Pen-flourished initials; Medium and large initials (6-9 lines) and minor initials (3 lines)	Small, Medium, Large	1 historiated initial on f. 2ra1-9 (Þingfararbálkr, ch. 1; two figures: One [Óláfr helgi], depicted with a halo, on the left sitting on a throne, holding an axe in one hand and in the other a book. Before the throne a second figure is depicted on the right [Þorlákr helgi?], also with a halo. This figure holds a bishop's stave, and shows with the other a blessing gesture) and ornamented littera florissa on f. 1ra1-6, f. 5rb5-10, f. 6va22-28, f. 15va10-16, f. 17va11-14, f. 22vb3-9, f. 26ra16-22, f. 29ra1-6, f. 44rb12-17, f. 48ra11-18, f. 53vb11-17, f. 58rb21-27, f. 64va1-4, f. 72va14-18, f. 74ra18-23, f. 96vb5-11, f. 110vb11-15	Throughout	Kjeldsen (2010); DI I, 108-9; NgL IV, 536-38; Kålund 1889, 285-86; Winroth (2018); Westergård-Nielsen (1971); Schulman (2010:485); Stefán Karlsson (1972:199-204; 1979:124-127; 1982:197-200)	[HR](https://handrit.is/manuscript/view/is/AM02-0351/0); [NorS](https://sprogsamlinger.ku.dk/q.php?p=ds/hjem/mapper/28515)
AM 351 fol	is	Skálholtsbók eldri	I.1/Main manuscript (Ólafur Halldórsson, 1904)	SÁM	Codex	Fol.	1400	ff. 121vb6-122ra		SAB 1269	I: 4 (ff. 1-4); II: 2 (ff. 5-6); III: 8 (ff. 7-14); IV: 8 (ff. 15-22); V: 8 (ff. 23-30); VI: 8 (ff. 31-38); VII: 8 (ff. 39-46): VIII: 8 (ff. 47-54); IX: 8 (ff. 55-62); X: 8 (ff. 63-70); XI: 8 (ff. 71-78); XII: 8 (ff. 79-86); XIII: 8 (ff. 87-94); XVI: 8 (ff. 95-102); XV: 8 (ff. 103-110); XVI: 8 (ff. 111-118); XVII: 8 (ff. 119-126); XVIII: 7 (ff. 127-133)	Unknown	280x198		I	Yes	Parchment	Dry	2	30	Gothic	Yes	Hand a	Northern Iceland (?)	Romanesque, Gothic	Y, B, R, G	Pen-flourished initials; Medium and large initials (6-9 lines) and minor initials (3 lines)	Small, Medium, Large	1 historiated initial on f. 2ra1-9 (Þingfararbálkr, ch. 1; two figures: One [Óláfr helgi], depicted with a halo, on the left sitting on a throne, holding an axe in one hand and in the other a book. Before the throne a second figure is depicted on the right [Þorlákr helgi?], also with a halo. This figure holds a bishop's stave, and shows with the other a blessing gesture) and ornamented littera florissa on f. 1ra1-6, f. 5rb5-10, f. 6va22-28, f. 15va10-16, f. 17va11-14, f. 22vb3-9, f. 26ra16-22, f. 29ra1-6, f. 44rb12-17, f. 48ra11-18, f. 53vb11-17, f. 58rb21-27, f. 64va1-4, f. 72va14-18, f. 74ra18-23, f. 96vb5-11, f. 110vb11-15	Throughout	Kjeldsen (2010); DI I, 108-9; NgL IV, 536-38; Kålund 1889, 285-86; Winroth (2018); Westergård-Nielsen (1971); Schulman (2010:485); Stefán Karlsson (1972:199-204; 1979:124-127; 1982:197-200)	[HR](https://handrit.is/manuscript/view/is/AM02-0351/0); [NorS](https://sprogsamlinger.ku.dk/q.php?p=ds/hjem/mapper/28515)
AM 351 fol	is	Skálholtsbók eldri	I.1/Main manuscript (Ólafur Halldórsson, 1904)	SÁM	Codex	Fol.	1400	ff. 122ra-123rb		SAB 1281 [2]	I: 4 (ff. 1-4); II: 2 (ff. 5-6); III: 8 (ff. 7-14); IV: 8 (ff. 15-22); V: 8 (ff. 23-30); VI: 8 (ff. 31-38); VII: 8 (ff. 39-46): VIII: 8 (ff. 47-54); IX: 8 (ff. 55-62); X: 8 (ff. 63-70); XI: 8 (ff. 71-78); XII: 8 (ff. 79-86); XIII: 8 (ff. 87-94); XVI: 8 (ff. 95-102); XV: 8 (ff. 103-110); XVI: 8 (ff. 111-118); XVII: 8 (ff. 119-126); XVIII: 7 (ff. 127-133)	Unknown	280x198		I	Yes	Parchment	Dry	2	30	Gothic	Yes	Hand a	Northern Iceland (?)	Romanesque, Gothic	Y, B, R, G	Pen-flourished initials; Medium and large initials (6-9 lines) and minor initials (3 lines)	Small, Medium, Large	1 historiated initial on f. 2ra1-9 (Þingfararbálkr, ch. 1; two figures: One [Óláfr helgi], depicted with a halo, on the left sitting on a throne, holding an axe in one hand and in the other a book. Before the throne a second figure is depicted on the right [Þorlákr helgi?], also with a halo. This figure holds a bishop's stave, and shows with the other a blessing gesture) and ornamented littera florissa on f. 1ra1-6, f. 5rb5-10, f. 6va22-28, f. 15va10-16, f. 17va11-14, f. 22vb3-9, f. 26ra16-22, f. 29ra1-6, f. 44rb12-17, f. 48ra11-18, f. 53vb11-17, f. 58rb21-27, f. 64va1-4, f. 72va14-18, f. 74ra18-23, f. 96vb5-11, f. 110vb11-15	Throughout	Kjeldsen (2010); DI I, 108-9; NgL IV, 536-38; Kålund 1889, 285-86; Winroth (2018); Westergård-Nielsen (1971); Schulman (2010:485); Stefán Karlsson (1972:199-204; 1979:124-127; 1982:197-200)	[HR](https://handrit.is/manuscript/view/is/AM02-0351/0); [NorS](https://sprogsamlinger.ku.dk/q.php?p=ds/hjem/mapper/28515)
AM 351 fol	is	Skálholtsbók eldri	I.1/Main manuscript (Ólafur Halldórsson, 1904)	SÁM	Codex	Fol.	1400	f. 123rb-va		SAB 1281 [3]	I: 4 (ff. 1-4); II: 2 (ff. 5-6); III: 8 (ff. 7-14); IV: 8 (ff. 15-22); V: 8 (ff. 23-30); VI: 8 (ff. 31-38); VII: 8 (ff. 39-46): VIII: 8 (ff. 47-54); IX: 8 (ff. 55-62); X: 8 (ff. 63-70); XI: 8 (ff. 71-78); XII: 8 (ff. 79-86); XIII: 8 (ff. 87-94); XVI: 8 (ff. 95-102); XV: 8 (ff. 103-110); XVI: 8 (ff. 111-118); XVII: 8 (ff. 119-126); XVIII: 7 (ff. 127-133)	Unknown	280x198		I	Yes	Parchment	Dry	2	30	Gothic	Yes	Hand a	Northern Iceland (?)	Romanesque, Gothic	Y, B, R, G	Pen-flourished initials; Medium and large initials (6-9 lines) and minor initials (3 lines)	Small, Medium, Large	1 historiated initial on f. 2ra1-9 (Þingfararbálkr, ch. 1; two figures: One [Óláfr helgi], depicted with a halo, on the left sitting on a throne, holding an axe in one hand and in the other a book. Before the throne a second figure is depicted on the right [Þorlákr helgi?], also with a halo. This figure holds a bishop's stave, and shows with the other a blessing gesture) and ornamented littera florissa on f. 1ra1-6, f. 5rb5-10, f. 6va22-28, f. 15va10-16, f. 17va11-14, f. 22vb3-9, f. 26ra16-22, f. 29ra1-6, f. 44rb12-17, f. 48ra11-18, f. 53vb11-17, f. 58rb21-27, f. 64va1-4, f. 72va14-18, f. 74ra18-23, f. 96vb5-11, f. 110vb11-15	Throughout	Kjeldsen (2010); DI I, 108-9; NgL IV, 536-38; Kålund 1889, 285-86; Winroth (2018); Westergård-Nielsen (1971); Schulman (2010:485); Stefán Karlsson (1972:199-204; 1979:124-127; 1982:197-200)	[HR](https://handrit.is/manuscript/view/is/AM02-0351/0); [NorS](https://sprogsamlinger.ku.dk/q.php?p=ds/hjem/mapper/28515)
AM 351 fol	is	Skálholtsbók eldri	I.1/Main manuscript (Ólafur Halldórsson, 1904)	SÁM	Codex	Fol.	1400	ff. 123va-124rb		SGB 1354	I: 4 (ff. 1-4); II: 2 (ff. 5-6); III: 8 (ff. 7-14); IV: 8 (ff. 15-22); V: 8 (ff. 23-30); VI: 8 (ff. 31-38); VII: 8 (ff. 39-46): VIII: 8 (ff. 47-54); IX: 8 (ff. 55-62); X: 8 (ff. 63-70); XI: 8 (ff. 71-78); XII: 8 (ff. 79-86); XIII: 8 (ff. 87-94); XVI: 8 (ff. 95-102); XV: 8 (ff. 103-110); XVI: 8 (ff. 111-118); XVII: 8 (ff. 119-126); XVIII: 7 (ff. 127-133)	Unknown	280x198		I	Yes	Parchment	Dry	2	30	Gothic	Yes	Hand a	Northern Iceland (?)	Romanesque, Gothic	Y, B, R, G	Pen-flourished initials; Medium and large initials (6-9 lines) and minor initials (3 lines)	Small, Medium, Large	1 historiated initial on f. 2ra1-9 (Þingfararbálkr, ch. 1; two figures: One [Óláfr helgi], depicted with a halo, on the left sitting on a throne, holding an axe in one hand and in the other a book. Before the throne a second figure is depicted on the right [Þorlákr helgi?], also with a halo. This figure holds a bishop's stave, and shows with the other a blessing gesture) and ornamented littera florissa on f. 1ra1-6, f. 5rb5-10, f. 6va22-28, f. 15va10-16, f. 17va11-14, f. 22vb3-9, f. 26ra16-22, f. 29ra1-6, f. 44rb12-17, f. 48ra11-18, f. 53vb11-17, f. 58rb21-27, f. 64va1-4, f. 72va14-18, f. 74ra18-23, f. 96vb5-11, f. 110vb11-15	Throughout	Kjeldsen (2010); DI I, 108-9; NgL IV, 536-38; Kålund 1889, 285-86; Winroth (2018); Westergård-Nielsen (1971); Schulman (2010:485); Stefán Karlsson (1972:199-204; 1979:124-127; 1982:197-200)	[HR](https://handrit.is/manuscript/view/is/AM02-0351/0); [NorS](https://sprogsamlinger.ku.dk/q.php?p=ds/hjem/mapper/28515)
AM 351 fol	is	Skálholtsbók eldri	I.1/Main manuscript (Ólafur Halldórsson, 1904)	SÁM	Codex	Fol.	1400	f. 124rb-vb		SEA 1323 [2nd part]	I: 4 (ff. 1-4); II: 2 (ff. 5-6); III: 8 (ff. 7-14); IV: 8 (ff. 15-22); V: 8 (ff. 23-30); VI: 8 (ff. 31-38); VII: 8 (ff. 39-46): VIII: 8 (ff. 47-54); IX: 8 (ff. 55-62); X: 8 (ff. 63-70); XI: 8 (ff. 71-78); XII: 8 (ff. 79-86); XIII: 8 (ff. 87-94); XVI: 8 (ff. 95-102); XV: 8 (ff. 103-110); XVI: 8 (ff. 111-118); XVII: 8 (ff. 119-126); XVIII: 7 (ff. 127-133)	Unknown	280x198		I	Yes	Parchment	Dry	2	30	Gothic	Yes	Hand a	Northern Iceland (?)	Romanesque, Gothic	Y, B, R, G	Pen-flourished initials; Medium and large initials (6-9 lines) and minor initials (3 lines)	Small, Medium, Large	1 historiated initial on f. 2ra1-9 (Þingfararbálkr, ch. 1; two figures: One [Óláfr helgi], depicted with a halo, on the left sitting on a throne, holding an axe in one hand and in the other a book. Before the throne a second figure is depicted on the right [Þorlákr helgi?], also with a halo. This figure holds a bishop's stave, and shows with the other a blessing gesture) and ornamented littera florissa on f. 1ra1-6, f. 5rb5-10, f. 6va22-28, f. 15va10-16, f. 17va11-14, f. 22vb3-9, f. 26ra16-22, f. 29ra1-6, f. 44rb12-17, f. 48ra11-18, f. 53vb11-17, f. 58rb21-27, f. 64va1-4, f. 72va14-18, f. 74ra18-23, f. 96vb5-11, f. 110vb11-15	Throughout	Kjeldsen (2010); DI I, 108-9; NgL IV, 536-38; Kålund 1889, 285-86; Winroth (2018); Westergård-Nielsen (1971); Schulman (2010:485); Stefán Karlsson (1972:199-204; 1979:124-127; 1982:197-200)	[HR](https://handrit.is/manuscript/view/is/AM02-0351/0); [NorS](https://sprogsamlinger.ku.dk/q.php?p=ds/hjem/mapper/28515)
AM 351 fol	is	Skálholtsbók eldri	I.1/Main manuscript (Ólafur Halldórsson, 1904)	SÁM	Codex	Fol.	1400	ff. 124vb-125vb		Alkuin, De virtutibus et vitiis (section, trans.)	I: 4 (ff. 1-4); II: 2 (ff. 5-6); III: 8 (ff. 7-14); IV: 8 (ff. 15-22); V: 8 (ff. 23-30); VI: 8 (ff. 31-38); VII: 8 (ff. 39-46): VIII: 8 (ff. 47-54); IX: 8 (ff. 55-62); X: 8 (ff. 63-70); XI: 8 (ff. 71-78); XII: 8 (ff. 79-86); XIII: 8 (ff. 87-94); XVI: 8 (ff. 95-102); XV: 8 (ff. 103-110); XVI: 8 (ff. 111-118); XVII: 8 (ff. 119-126); XVIII: 7 (ff. 127-133)	Unknown	280x198		I	Yes	Parchment	Dry	2	30	Gothic	Yes	Hand a	Northern Iceland (?)	Romanesque, Gothic	Y, B, R, G	Pen-flourished initials; Medium and large initials (6-9 lines) and minor initials (3 lines)	Small, Medium, Large	1 historiated initial on f. 2ra1-9 (Þingfararbálkr, ch. 1; two figures: One [Óláfr helgi], depicted with a halo, on the left sitting on a throne, holding an axe in one hand and in the other a book. Before the throne a second figure is depicted on the right [Þorlákr helgi?], also with a halo. This figure holds a bishop's stave, and shows with the other a blessing gesture) and ornamented littera florissa on f. 1ra1-6, f. 5rb5-10, f. 6va22-28, f. 15va10-16, f. 17va11-14, f. 22vb3-9, f. 26ra16-22, f. 29ra1-6, f. 44rb12-17, f. 48ra11-18, f. 53vb11-17, f. 58rb21-27, f. 64va1-4, f. 72va14-18, f. 74ra18-23, f. 96vb5-11, f. 110vb11-15	Throughout	Kjeldsen (2010); DI I, 108-9; NgL IV, 536-38; Kålund 1889, 285-86; Winroth (2018); Westergård-Nielsen (1971); Schulman (2010:485); Stefán Karlsson (1972:199-204; 1979:124-127; 1982:197-200)	[HR](https://handrit.is/manuscript/view/is/AM02-0351/0); [NorS](https://sprogsamlinger.ku.dk/q.php?p=ds/hjem/mapper/28515)
AM 351 fol	is	Skálholtsbók eldri	I.1/Main manuscript (Ólafur Halldórsson, 1904)	SÁM	Codex	Fol.	1400	ff. 125vb-126va		SJB 1326	I: 4 (ff. 1-4); II: 2 (ff. 5-6); III: 8 (ff. 7-14); IV: 8 (ff. 15-22); V: 8 (ff. 23-30); VI: 8 (ff. 31-38); VII: 8 (ff. 39-46): VIII: 8 (ff. 47-54); IX: 8 (ff. 55-62); X: 8 (ff. 63-70); XI: 8 (ff. 71-78); XII: 8 (ff. 79-86); XIII: 8 (ff. 87-94); XVI: 8 (ff. 95-102); XV: 8 (ff. 103-110); XVI: 8 (ff. 111-118); XVII: 8 (ff. 119-126); XVIII: 7 (ff. 127-133)	Unknown	280x198		I	Yes	Parchment	Dry	2	30	Gothic	Yes	Hand a	Northern Iceland (?)	Romanesque, Gothic	Y, B, R, G	Pen-flourished initials; Medium and large initials (6-9 lines) and minor initials (3 lines)	Small, Medium, Large	1 historiated initial on f. 2ra1-9 (Þingfararbálkr, ch. 1; two figures: One [Óláfr helgi], depicted with a halo, on the left sitting on a throne, holding an axe in one hand and in the other a book. Before the throne a second figure is depicted on the right [Þorlákr helgi?], also with a halo. This figure holds a bishop's stave, and shows with the other a blessing gesture) and ornamented littera florissa on f. 1ra1-6, f. 5rb5-10, f. 6va22-28, f. 15va10-16, f. 17va11-14, f. 22vb3-9, f. 26ra16-22, f. 29ra1-6, f. 44rb12-17, f. 48ra11-18, f. 53vb11-17, f. 58rb21-27, f. 64va1-4, f. 72va14-18, f. 74ra18-23, f. 96vb5-11, f. 110vb11-15	Throughout	Kjeldsen (2010); DI I, 108-9; NgL IV, 536-38; Kålund 1889, 285-86; Winroth (2018); Westergård-Nielsen (1971); Schulman (2010:485); Stefán Karlsson (1972:199-204; 1979:124-127; 1982:197-200)	[HR](https://handrit.is/manuscript/view/is/AM02-0351/0); [NorS](https://sprogsamlinger.ku.dk/q.php?p=ds/hjem/mapper/28515)
