Shelf mark	Name	Related Shelfmarks	Depository	Object	Size	Dating	Leaves/Pages	Main text	Minor text	Gatherings	Full size	Leaf size	Catch Words and Gatherings	Production Unit	Pricking	Material	Ruling	Columns	Lines	Script	Rubric	Scribe	Production	Style	Colours	Form of Initials	Size of Initials	Iconography	Place	Literature	Links to Database
							f.123v		Verse written by the scribe																						
							f.123v	MEL & KrL	Rhyme on the sections of MEL and KrL (in Latin and Swedish)																						
B 40			KB	Codex	4to	1535	ff.1r–21v	UL	Kkb	I:4 (2b; ff. 1-4); II:4 (2b; ff. 5-8); III:4 (2b; ff. 9-12); IV:8 (4b; ff. 13-20); V:3 (3f; ff. 21-23)	205x135x55	190x125	Yes. One custod on f. 48v. Gathering numbers on f. 4v ("a"); f. 5r ("b"); f. 8v ("c"); f. 9r ("d"); f. 12v ("e"); f. 13r ("ff"); f. 20v ("g").	II	No	Paper	Ink	1	26-32	Cursiva R	Yes	Hand b	Unknown	Romanesque	R; B	Ornamented medium initials (3 lines) and small initials (2 lines); largely painted as Lombard letters.	Medium and Small	None	Throughout		[MS](https://manuscripta.se/ms/100282)
							ff.23r–v		Legal formulas																						
							ff.24r–30v	KrL	Kgb	VI:7 (2b; 3f; ff. 24-30)															R; B; Y	One ornamented large initial; otherwise medium initials (3 lines) and small initials (2 lines) in Lombard letters.	Large; Medium and Small	None. One large ornamented initial with the additional colour Y on f. 24r1-6; and a further large initial on f. 25v9-13.			
						1440-1443	ff.31r–116v			VII:7 (1b; 5f; ff. 31-37); VIII:11 (5b; 1f; ff. 38-48); IX:15 (7b; 1f; ff. 49-63); X:10 (5b; ff. 64-73); XI:23 (9b; 5f; ff. 74-95); XII:13 (6b; 1f; ff. 96-108); XIII:8 (3b; 2f; ff. 109-116); XIV:12 (6b; ff. 117-128); XV:8 (4b; ff. 129-136); XVI:8 (4b; ff. 137-144); XVII:5 (1b; 3f; ff. 145-mirror)				I								Hand a (with perhaps a further scribe on f. 49r-v; f. 89v; ff. 94-95r; ff. 105v-106v)			R	Medium (3 lines) and small (2 lines) Lombard initials	Medium and Small	None			
						1535	ff.116v–148r	MEL						II								Hand b			R; B	Ornamented medium initials (3 lines) and small initials (2 lines); largely painted as Lombard letters.					
							f.129r		Bb ch.36:2-3 (ÖgL)																						
B 42			KB	Codex	4to	1486	ff.1r–24v	KrL	Alphabetic registre	I:5 (2b; 1f; ff. 0:1-0:5); II:12 (6b; ff. 1-12); III:12 (6b; ff. 13-24); IV:12 (6b; ff. 25-36); V:12 (6b; ff. 37-48); VI:12 (6b; ff. 49-60); VII:10 (5b; ff. 61-70); VIII:3 (3f; ff. 71-73); IX:10 (4b; 2f; ff. 74-83); X:15 (10b; 5f; ff. 84-98); XI:6 (3b; ff. 99-104); XII:14 (5b; 4f; ff. 105-118); XIII:13 (4b; 5f; ff. 119-131); XIV:11 (5b; 1f; ff. 132-142); XV:12 (6b; ff. 143-154); XVI:14 (5b; 4f; ff. 155-168); XVII:12 (4b; 4f; ff. 169-180); XVIII:9 (4b; 1f; ff. 181-190); XIX:5 (2b; 1f; ff. 191-195)	200x160x40	200x140	None	I		Paper	Ink	1	25-27	Cursiva R	Yes	Hand a	Unknown	Romanesque (only those parts written by Hand a)	R	Ornamented large (4 lines); medium (3 lines) and small initials (2 lines). Most initials are painted as Lombard letters.	Large; Medium and Small	None. Three large initials on f. 25v1-4; f. 38v1-4 and f. 126v11-14 (?). In addition; the manuscript contains twelve medium initials on f. 53r4-6; f. 49v21-23 (?); f. 67r11-13 (?); f. 79r1-3; f. 108v20-22 (?); f. 115v1-3; f. 137r1-3; f. 141v10-12; f. 150v12-14; f. 154r16-18; f. 158v23-25 (?); f. 161v1-3.	Throughout	Beckman (1917:114;120;156;194;217); Geijer (1828:161-164;166–167); Hyltén-Cavallius (1853:123–128); Sprinchorn (1889:50–52); Klemming (1881-1882:385–397); Vilhelmsdotter (1999:217–243);Thomas Simonsson (1828:164); Hyltén-Cavallius (1853:114–123); Sprinchorn (1889:49–50)	[MS](https://manuscripta.se/ms/100283)
							f.25r	MEL & KrL	Rhyme on the sections of MEL and KrL (in Latin and Swedish)																						[AV](https://www.alvin-portal.org/alvin/view.jsf?aq=%5B%5B%7B%22A_FQ%22%3A%22KB+B%22%7D%5D%5D&c=146&aqe=%5B%5D&af=%5B%5D&searchType=TEXT&query=KB+B&pid=alvin-record%3A472905&dswid=2277)
							ff.25r–36v	SdmL	Kkb																						
							f.35r		Text on differences between old and new laws																						
							ff.36v–170r	KrL																							
						1611 (?)	ff.120r–120v		Tmb													Hand b (?)									
							ff.130r–131v	KrL	Eb					II																	
						1486	f.170r	MEL	Tb ch.39													Hand a									
							f.170r		Latin annotation					I																	
							ff.171r–173v		Text on differences between old and new laws																						
						1611 (?)	ff.174r–179r		Tomas Simonsson: Poems													Hand b (?)									
						1486	ff.179v–180r		Om högmäles ogärningar													Hand a									
						1611 (?)	ff.181r–185r		Kalmar recess (1474)					II								Hand b (Hans Hinderson?) (together with ff. Ir-IVv in the beginning)		None	None	None	None	None	Nowhere		
							ff.185r–194r		RBHK 1590																						
B 44			KB	Codex	Unknown	1475-1500	ff. 1r-12v	MEStL	red.1	I:10 (4b; 2f; ff. mirror-9); II:10 (4b; 1f; ff. 10-18); III:10 (5b; ff. 19-28); IV:12 (5b; 2f; ff. 29-40); V:9 (4b; 1f; ff. 41-49); VI:10 (5b; ff. 50-59); VII:8 (4b; ff. 60-67; VIII:6 (2b; 2f; ff. 68-mirror)	220x170x60	215x150	Yes. Custodes on f. 9v; f. 28v; f. 40v; f. 49v; f. 59v; f. 67v. Gathering numbers throughout the manuscript and within the gatherings.	Hand a		Parchment	Ink	1	33-34			Hand a	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown		[MS (Not digitalised)](https://manuscripta.se/ms/100284)
						1500-1600	f. 13		Text on inheritance					Hand b (f. 13)																	
						1475-1500	ff.14r-63r	MEStL						Hand a																	
							ff.49v-50r		Hmb ch. 4 (KrL)																						
							ff.63v-72r	SmL	Kkb																						
B 45			KB	Codex	Unknown	1475-1500	ff.1r-97r	MEStL	red.1	I:9(4b+1f; ff.1-8); II:8(4b;ff.9-16); III:8(4b;ff.17-24); IV:8(4b;ff.25-32); V:8(4b;ff.33-40); VI:8(4b;ff.41-48); VII:8(4b;ff.49-56); VIII:8(4b;ff.57-64); IX:8(4b;ff.65-72); X:8(4b;ff.73-80); XI:8(4b;ff.81-88); XII:9(4b+1f;ff.89-97); XIII:13(6b+1f;ff.98-mirror)	240x160x50	225x145	None	I		Parchment		1	23			Hand a	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown		[MS (Not digitalised)](https://manuscripta.se/ms/100285)
							f.97r		Rhyme on the sections of MEStL (in Latin and Swedish)																						
B 46			KB	Codex	Unknown	1450-1500	ff.1r–75v	MEStL	red.1	I:4 (2b; ff.0:1-0:4); II:6 (3b; ff.0:5-0:10); III:4 (2b; ff.0:11-0:14); IV:12 (6b; ff.1-12); V:12 (6b; ff.13-24); VI:12 (6b; ff.25-36); VII:12 (6b; ff.37-48); VIII:12 (6b; ff.49-60); IX:12 (6b; ff.61-72); X:8 (3b+2f; ff.73-80); XI:8 (4b; ff.81-88); XII:8 (4b; ff.89-96); XIII:8 (4b; ff.97-104); XIV:8 (4b; ff.105-112); XV:8 (4b; ff.113-120); XVI:8 (4b; ff.121-128); XVII:8 (4b; ff.129-134); XVIII:7 (2b+3f; ff.135-141)	230x155x50	210x140	Yes. A custod on f. 36v and on the leaves ff. 82r–84r.	I		Parchment	Dry	2	32			Hand a (ff.1r-80r)	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Ahnlund (1944); N. Beckman (1919:28–35); Klemming (1868-1881:63–68); Beckman (1917:219–220)	[MS (Not digitalised)](https://manuscripta.se/ms/100286)
						1575-1600	ff. 76r–80r		Gårdsrett (Erik of Pommern)					II		Paper	None	1	ca. 25			One or several scribes		Unknown	Unknown	Unknown	Unknown	Unknown	Unknown		
							ff.82r–89r		RBGK 15.9.1533																						
							f.89v		RBGK 29.6.1538																						
							ff.90r–101r		List of taxes for craftsmen in Stockholm 1585																						
							ff.101v–110r		RBEK 19.11.1560																						
							ff.110v–113r		Gårdsrett (Erik of Pommern)																						
							ff.114r–115r		RB 14.10.1471																						
B 47			KB	Codex	4to	1410-1440 (apart from ff. 18v-19v)	f.1r		Single stanza by the scribe	I:1 (1f; f. 0:1); II:11 (5b; 1f; ff. 1-11); III:8 (4b; ff. 12-19)	210x145x40	210x135	No	I	No	Paper	Ink	1	27-31	Cursiva R	Yes	Hand a (with additions made to ff. 18v-19v by a further scribe "from the seventeenth or eighteenth century")	Unknown	Romanesque	R	One ornamented main initial (4 lines) and various Lombard middle (3 lines) and small initials (2 lines);	Large; Medium and Small	None. One ornamented large initial on f. 97r4-7; and two medium initials on f. 1r4-6 and f. 1v6-8.	Throughout	Ahnlund (1944); Beckman (1917:44; 1918:164-166); N. Beckman (1919:28–35); Klemming (1868-1881:63–68); Beckman (1917:219–220); Wiklund (1915:75–78)	[MS](https://manuscripta.se/ms/100287)
							f.1r		Prayer																						
							f.1r	UL	För																						
							ff.1r–18v		Kkb																						
							f.18v		Single stanza by a later scribe																						
							ff. 18v-19v		Legal formulas in Swedish and Finnish																						
							ff.20r–107v	MEStL	red. 1	IV:12 (6b; ff. 20-31); V:12 (6b; ff. 32-43); VI:12 (6b; ff. 44-55); VII:12 (6b; ff. 56-67); VIII:12 (6b; ff. 68-79); IX:12 (6b; ff. 80-91); X:12 (6b; ff. 91-103); XI:10 (4b; 2f; ff. 104-113)																					
							ff.90r–90v		Eb ch.27																						
							ff.107v–111r		Gårdsrett (Erik of Pommern)																						
							ff.111r–111v	ÖgL	Bb ch.36:2-3																						
							ff.111v–113v		Rules for judges																						
							f.113v		Proverbs																						
							f.113v	Ovidius: Versus	Ars amatoria. 3: 775																						
							f.113v		Proverbs																						
							f.113v	Corpus iuris canonici; Decretales Gregorii IX	Book 5; ch. 20.1																						
							f.113v		RB																						
B 48			KB	Codex	Unknown	1410-1430	ff.1r-69v	MEStL	red.1	I:11 (3b; 5f; ff. 1-11); II:16 (8b; ff. 12-27); III:16 (8b; ff. 28-43); IV:15 (7b; 1f; ff. 44-58); V:11 (5b; 1f; ff. 59-69); VI:1 (1f; f. 70)	210x150x20	210x145	Yes. One custod on f. 11v.	I	No	Paper	Ink	1	25-32	Cursiva R	Yes	Hand a	Unknown	Romanesque	R (unil f. 57v; afterwards left empty)	Lombard-styled large (4 lines); medium (3 lines) and small (2 lines) initials.	Large; Medium and Small	None. Three large initials on f. 1r3-7; f. 4r2-5 and f; 61v5.8 (left empty). In addition; thirty minor initials on f. 5r19-21; f. 6r23-25; f. 6v16-18; f. 15r16-18; f. 16r1-3; f. 19r1-3; f. 20v8-10; f. 21r8-10; f. 22r2-4; f. 22v11-13; f. 23r15-17; f. 24v21-23; f. 26r29-31; f. 36v16-18; f. 36v25-27; f. 37v15-17; f. 37v28-30; f. 38r7-9; f. 38r16-18; f.38r26-28; f. 47r17-19; f. 47v1-3; f. 48r6-8; f. 49v1-3; f. 50r6-8; f.50v16-18; f. 60v13-15 (left empty); f. 61r12-14 (left empty); f. 64v1-3 (left empty); f. 66r1-3 (left empty).	Throughout	Ahnlund (1944)	[MS](https://manuscripta.se/ms/100288)
																															
B 49			KB	Codex	4to	1530-1550	ff. 1r-99r	MEStL		I:2 (1b; ff. 0:1-0:2); II:4 (2b; ff. 1-4); III:4 (2b; ff. 5-8); IV:4 (2b; ff. 9-12); V:4 (2b; ff. 13-16); VI:4 (2b; ff. 17-20); VII:4 (2b; ff. 21-24); VIII:4 (2b; ff. 25-28); IX:4 (2b; ff. 29-32); X:4 (2b; ff. 33-36); XI:4 (2b; ff. 37-40); XII:4 (2b; ff. 41-44); XIII:4 (2b; ff. 45-48); XIV:4 (2b; ff. 49-52); XV:4 (2b; ff. 53-56); XVI:4 (2b; ff. 57-60); XVII:4 (2b; ff. 61-64); XVIII:4 (2b; ff. 65-68); XIX:4 (2b; ff. 69-72); XX:4 (2b; ff. 73-76); XXI:4 (2b; ff. 77-80); XXII:4 (2b; ff. 81-84); XXIII:4 (2b; ff. 85-88); XXIV:4 (2b; ff. 89-92); XXV:4 (2b; ff. 93-96); XXVI:4 (2b; ff. 97-100); XXVII:2 (1b; ff. 100:1-100:2)	220x160x30	205x155	No	I		Paper	None	1	24-27			Hand a	Unknown	Romanesque	R	Lombard-styled small (2 lines) initials.	Small	None.	Throughout		[MS (Not digitalised)](https://www.manuscripta.se/ms/100289)
							ff. 99r-100v		Further content (f. 99r-100)																						
B 50			KB	Codex		1325-1374	ff.1r-106v	ÖgL		I:2 (1b; mirror-0:1); II:7 (3b; 1f; ff. 0:2-6); III:8 (4b; ff. 7-14); IV:8 (4b; ff. 15-22); V:10 (5b; ff. 23-32); VI:8 (4b; ff. 33-40); VII:8 (4b; ff. 41-48); VIII:8 (4b; ff. 49-56); IX:8 (4b; ff. 57-64); X:8 (4b; ff. 65-72); XI:8 (4b; ff. 73-80); XII:8 (4b; ff. 81-88); XIII:8 (4b; ff. 89-96); XIV:8 (4b; ff. 97-104); XV:3 (1b; 1f; ff. 105-107); XVI:2 (1b; f. 108-mirror)	385x295x45	375x280	Yes. Custodes in each gathering; apart from the gatherings VIII; XII; XV and the paper gatherings prior and after the parchment parts.	I	Yes	Parchment	Ink	1	23	Textualis	Yes	Hand a	Östgötaland	Romanesque; High Gothic)	R; B; G; Gold; Brown	Large ornamented initials (7-8 lines) and small initials (2-3 lines)	Large and Small	The manuscript features four historiated initials; of which the first two are embellished with gold. The historiated initials are on f. 2r4-10 (Konungabalken; ch. 1; Showing a frontally seated and crowned king holding the imperial orb; dressed in green and white); f. 12r1-10 (Edsöresbalk; ch. 1; Showing a frontally seated king holding an open book and a sceptre; flanked by to bishops; all placed in architectural framing); f. 32r1-8 (Vådamål och såramål; ch. 1; A killing scene showing two men fighting with swords. One has lost his head. In the foreground a further figure is depicted looking at the homicide scene); f. 56v8-15 (Ärvdabalken; ch. 1; Showing a dying man in bed in the foreground and two mourning women behind and on the left). In addition; Christ on the cross is depicted in the lower right margin on f. 39v. According to AV; the manuscript contains altogether 22 large initials.	Throughout	Collin (1980); Collin (1830:I–V); Holm (1988:17–27); Gödel (1916:7; 67; 236; 238; 275; 294-295)	[Av](https://www.alvin-portal.org/alvin/view.jsf?dswid=8148&searchType=TEXT&query=&aq=%5B%5B%7B%22A_FQ%22%3A%22b5%22%7D%5D%5D&aqe=%5B%5D&af=%5B%22ARCHIVE_ORG_ID_facet%3A23%22%2C%22CRP_facet%3A1300%22%5D&pid=alvin-record%3A472873&c=18)
																															[MS (Not digitalised)](https://www.manuscripta.se/ms/100290)
B 52			KB	Codex	Unknown	1325-1375	ff.1r-144v	UL		(0:1 (1f; mirror); I:8 (4b; ff. 1-8); II:8 (4b; ff. 9-16); III:8 (4b; ff. 17-24); IV:8 (4b; ff. 25-32); V:8 (4b; ff. 33-40); VI:8 (4b; ff. 41-48); VII:8 (4b; ff. 49-56); VIII:8 (4b; ff. 57-64); IX:8 (4b; ff. 65-72); X:8 (4b; ff. 73-80); XI:8 (4b; ff. 81-88); XII:8 (4b; ff. 89-96); XIII:8 (4b; ff. 97-104); XIV:8 (4b; ff. 105-112); XV:8 (4b; ff. 113-120); XVI:8 (4b; ff. 121-128); XVII:8 (4b; ff. 129-136); XVIII:8 (4b; ff. 137-144); XIX:1 (1f; mirror)	205x150x55	200x140	Yes. Custodes in the gatherings 1-8; 11 and 13-17.	I	No	Parchment	Dry	1	19-24		Yes	Hand a	Unknown	Romanesque	R	Lombard-styled small (2 lines) initials.	Small	None.	Throughout		[MS (Not digitalised)](https://manuscripta.se/ms/100291)
							ff.144v		Single stanza by the scribe																						
B 53			KB	Codex	Unknown	1325-1349	ff.1v-96r	SdmL		I:5 (1b; 3f; mirror-IV); II:9 (4; 1f; ff. 1-9); III:8 (4b; ff. 10-17); IV:8 (4b; ff. 18-25); V:8 (4b; ff. 26-33); VI:8 (4b; ff. 34-41); VII:8 (4b; ff. 42-49); VIII:8 (4b; ff. 50-57); IX:8 (4b; ff. 58-65); X:8 (4b; ff. 66-73); XI:8 (4b; ff. 74-81); XII:8 (4b; ff. 82-89); XIII:7 (3b; 1f; ff. 90-96); XIV:4 (2b; ff. 96:1-98 and mirror)	215x160x45	205x150	No	I	No	Parchment	Ink	1	23	Textualis	Yes	Hand a	Unknown	Romanesque	R	Ornamented large initials (4-5 lines) and small Lombard initials (2 lines).	Large and Small	None. According to AV; eleven large initials are found on f. 1r1-5; 2v2-5; 14v5-9; 20r15-18; 23v (?); 27v (?); 38r20-23; 62r18-22; 69r7-10; 83r9-13; 89r20-23.	Throughout	Collin (1838)	[MS (Not digitalised)](https://manuscripta.se/ms/100292)
							ff.96r-v	Bja	fragm.					II								Hand b		Unknown	Unknown	Unknown	Unknown	Unknown	Throughout	Wessén (1948; 1979)	[Av](https://www.alvin-portal.org/alvin/view.jsf?dswid=8148&searchType=TEXT&query=&aq=%5B%5B%7B%22A_FQ%22%3A%22b5%22%7D%5D%5D&aqe=%5B%5D&af=%5B%22ARCHIVE_ORG_ID_facet%3A23%22%2C%22CRP_facet%3A1300%22%5D&pid=alvin-record%3A472895&c=2)
																															
B 54			KB	Codex	Unknown	1300-1350	ff.1r-46r	DL (ÄVmL)		I:2 (1b; mirror-0:1); II:8 (4b; ff. 1-8); III:8 (4b; ff. 9-16); IV:8 (4b; ff. 17-24); V:8 (4b; ff. 25-32); VI:8 (4b; ff. 33-40); VII:7 (3b; 1f; ff. 41-47); VIII:4 (1b; 2f; ff. 48-51); IX:3 (1b; 1f; ff. 51-53 and mirror)	200x150x30	200x145	Yes. Custodes on f. 8v; f. 16v; f. 24v; f. 32v; f. 40v.	I	Yes	Parchment	Ink	1	21	Textualis	Yes	Hand a	Unknown	Romanesque	R; B	One ornamented large initial (4 lines); otherwise medium initials (2 lines) and small initials (1 line) in Lombard letters. The column tends to be encircled by pen-flourished ornamentation in red and blue.	Large; Medium and Small	According to AV; one large initial is found on f. 1r; as well as eleven medium initials on f. 4v; f. 7v; f. 10v; f. 16r; f. 17v; f. 26r; f. 26v; f. 31r; f. 32v; f. 34v; f. 40v.	Throughout		[MS (Not digitalised)](https://manuscripta.se/ms/100293)
						1474	ff.46r-52r		Kalmar recess (1474)					II								Hand b		None	None	None	None	None.	Nowhere		[AV](https://www.alvin-portal.org/alvin/view.jsf?aq=%5B%5B%7B%22A_FQ%22%3A%22KB+B%22%7D%5D%5D&c=139&aqe=%5B%5D&af=%5B%5D&searchType=TEXT&query=KB+B&pid=alvin-record%3A472877&dswid=9395)
							f.52r		RB																						
							ff.52r-v	KrL	Tmb ch.43																						
							ff. 52v-53r		Legal formulas																						
B 55			KB	Codex	Unknown	1400-1499	ff.1-160v	VmL		(0:1 (1f; mirror); I:2 (1b; ff.0:1-0:2); II:6 (2b,2f.; ff.1-6); III:8 (4b; ff.7-14); IV:8 (4b; ff.15-22); V:8 (4b; ff.23-30); VI:8 (4b; ff.31-38); VII:8 (4b; ff.39-46); VIII:8 (4b; ff.47-54); IX:8 (4b; ff.55-62); X:8 (4b; ff.63-70); XI:8 (4b; ff.71-78); XII:8 (4b; ff.79-86); XIII:8 (4b; ff.87-94); XIV:8 (4b; ff.95-102); XV:8 (4b; ff.103-110); XVI:8 (4b; ff.111-118); XVII:8 (4b; ff.119-126); XVIII:8 (4b; ff.127-134); XIX:8 (4b; ff.135-142); XX:8 (4b; ff.143-150); XXI:10 (5b; ff.151-160); XXII:2 (1b; ff.161-mirror)	175x135x50	160x120	No	I	No	Parchment	Ink	1	18	Textualis	Yes	Hand a	swe	Romanesque	R; B	The manuscript was planned to feature various ornamented large initial (4 lines); but was only illumineted in two gatherings. It otherwise should have featured throughout ornamented small initials (2 lines).	Large and Small	None. On f. 90v; in the lower margin a ciborium or church with three steeples is depicted.	Partly (in two gatherings; according to AV)	Collin and Schlyter (1841); Wiktorsson (1985:155-166)	[MS (Not digitalised)](https://manuscripta.se/ms/100294)
							f.160v		Scribal notice																						[Av](https://www.alvin-portal.org/alvin/view.jsf?dswid=8148&searchType=TEXT&query=&aq=%5B%5B%7B%22A_FQ%22%3A%22b5%22%7D%5D%5D&aqe=%5B%5D&af=%5B%22ARCHIVE_ORG_ID_facet%3A23%22%2C%22CRP_facet%3A1400%22%5D&pid=alvin-record%3A472896&c=18)
						Unknown	ff.160v-161r	Annals 1208-1434														Hand b; Hand c		Unknown	Unknown	Unknown	Unknown	Unknown	Unknown		
B 56			KB	Codex	Unknown	1300-1350	ff.1-176v	VmL		I:3 (1b; 1f; mirror-0:2); II:2 (2f; ff. 1-2); III:10 (5b; ff. 3-12); IV:10 (5b; ff. 13-22); V:10 (5b; ff. 23-32); VI:10 (5b; ff. 33-42); VII:10 (5b; ff. 43-52); VIII:10 (5b; ff. 53-62); IX:10 (5b; ff. 63-72); X:10 (5b; ff. 73-82); XI:10 (5b; ff. 83-92); XII:10 (5b; ff. 93-102); XIII:10 (5b; ff. 103-112); XIV:10 (5b; ff. 113-122); XV:10 (5b; ff. 123-132); XVI:10 (5b; ff. 133-142); XVII:10 (5b; ff. 143-152); XVIII:10 (5b; ff. 153-162); XIX:10 (5b; ff. 163-172); XX:6 (2b; 2f; ff. 173-178); XXI:3 (1b; 1f; ff. 178:1-178:2 and mirror)	150x115x50	135x100	No	I	No	Parchment	Ink	1	18	Textualis	Yes	Hand a	Unknown	Romanesque	R; Black	One ornamented large initial (4 lines); otherwise ornamented medium (2-3 lines) and small initials (2 lines).	Large; Medium and Small	None. According to AV; one large initial is found on f. 3r; in additioin to six medium initials on f. 29r; f. 37v; f. 61r; f. 99r; f. 112r and f. 162r.	Throughout		[MS (Not digitized)](https://manuscripta.se/ms/100295)
							ff.176v-177r	ÄVgL	parts.																						[AV](https://www.alvin-portal.org/alvin/view.jsf?aq=%5B%5B%7B%22A_FQ%22%3A%22KB+B%22%7D%5D%5D&c=155&aqe=%5B%5D&af=%5B%5D&searchType=TEXT&query=KB+B&pid=alvin-record%3A472947&dswid=-3678)
							ff.176v-177v		medical formulas (?)																						
B 57			KB	Codex	Unknown	1300-1350	ff.1-5v	VmL		I:6 (2b; 2f; ff. 0:1-5); II:12 (6b; ff. 6-17); III:12 (6b; ff. 18-29); IV:12 (6b; ff. 30-41); V:12 (6b; ff. 42-53); VI:12 (6b; ff. 54-65); VII:12 (6b; ff. 66-77); VIII:12 (6b; ff. 78-89); IX:12 (6b; ff. 90-101); X:10 (5b; ff. 102-111); XI:10 (5b; ff. 112-121); XII:10 (5b; ff. 122-131); XIII:5 (2b; 1f; ff. 132-135 and 135:1)	165x120x40	160x110	Yes. Apart from the first and last gathering; custodes are found in each gathering.	I	No	Parchment	Ink	1	21	Textualis	Yes	Hand a	swe	Romanesque	R; B	Ornamented large (4-9 lines) and medium initials (3 lines)	Large and Medium	None. According to AV; six large initials on f. 8r1-9; f. 49v2-5; f. 79r2-7; f. 89v; f. 98r10-15 and f. 125v.	Throughout		[MS (Not digitalised)](https://manuscripta.se/ms/100296)
							ff.6r-7v	UL	Kkb																						[Av](https://www.alvin-portal.org/alvin/view.jsf?aq=%5B%5B%7B%22A_FQ%22%3A%22KB+B%22%7D%5D%5D&c=137&aqe=%5B%5D&af=%5B%5D&searchType=TEXT&query=KB+B&pid=alvin-record%3A472981&dswid=-8142)
							ff.8r-135v	VmL																							
B 58		N10; SKB B 59	KB	Codex	Unknown	1345-	ff.1r–87rv	YVgL		Due to an erronous rebinding; the numbers are partly misleading: I:2 (1b; mirror-0:1); II:3 (1b; 1f; ff. 0:2-90); III:8(4b; ff. 91-98); IV:4 (2b; ff. 99-102); V:2 (1b; ff. 103-104); VI:4 (2b; ff. 104:1-104:4); VII:8 (4b; ff. 1-8); VIII:8 (4b; ff. 9-16); IX:8 (4b; ff. 17-24); X:8 (4b; ff. 25-32); XI:8 (4b; ff. 33-40); XII:8 (4b; ff. 41-48); XIII:8 (4b; ff. 49-56); XIV:9 (4b; 1f; ff. 57-65); XV:8 (4b; ff. 66-73); XVI:8 (4b; ff. 74-81);XVII:7 (3b; 1f; ff. 82-88); XVIII:4 (2b; ff. 105-108); XIX:8 (4b; ff. 109-116); XX:4 (2b; ff. 117-120); XXI:4 (4f; ff. 121-124); XXII:1 (1f; f. 124:1)	270x200x55	250x180	Yes. Custodes in the gatherings 3-4; 7-16; 18-20.	I	No	Parchment	Ink	1	17	Textualis	No	Hand a	swe: Västgötland	Romanesque	R; B	Ornamented small initials (2 lines).	Small	None. According to AV; the manuscript contains nineteen ornamented small initials on f. 2v; f. 3v; f. 5r; f. 11v; f. 13v; f. 18v; f. 20r; f. 21v; f. 24r; f. 32r; f. 32v; f. 45v; f. 53r; f. 67r; f. 75v; f. 87r; f. 94r; f. 85v; f. 98r.	Throughout	Stiernhielm (1663:84–85;98-99); Collin (1827: XIV–XXI ; 67-70;74); Schwartz (1876:63-64; 67); Vendell (1897:67-68; 71–72); Schück (1946); Loccenius (1615:* 55 ff.*); Messenius (1643 & senare:* 47 ff.*); Fant (1818:250); Schwartz (1876); Rydberg (1877:46); Klemming (1868-1881:280); Schlyter (1844:XXX-XL; 113-34; (Gloss.) 221-50XXX-XL); Liedgren (1939:33–55); Schück (1946); Holm (1988:54–58); Gödel (1916:7; 67; 193)	[MS (Not digitalised)](https://www.manuscripta.se/ms/100297)
							f. 81v		List over churches in Västergötland																						[Av](https://www.alvin-portal.org/alvin/view.jsf?dswid=8148&searchType=TEXT&query=&aq=%5B%5B%7B%22A_FQ%22%3A%22b5%22%7D%5D%5D&aqe=%5B%5D&af=%5B%22ARCHIVE_ORG_ID_facet%3A23%22%2C%22CRP_facet%3A1400%22%5D&pid=alvin-record%3A472964&c=11)
							ff.87v–88r		Danaholm meeting on the borders of Västgötland (ca. 1050-1060)																						
							ff.105r–123r	Bja	Proverbs																						
							ff.124r-v		Note from an official meeting in Tälje in 1345																						
