Shelf mark	Name	Related Shelfmarks	Depository	Object	Size	Dating	Leaves/Pages	Main text	Minor text	Gatherings	Full size	Leaf size	Catch Words and Gatherings	Production Unit	Pricking	Material	Ruling	Columns	Lines	Script	Rubric	Scribe	Production	Style	Colours	Form of Initials	Size of Initials	Iconography	Place	Literature	Links to Database
						1490	f. 2va-vb		RBEM 1280									2	37		Yes	Hand a									
									RBHM																						
							f. 2v		RBHM																						
							ff. 2v-3r		RBHM																						
							f.3r		RBHM																						
							f. 3r		RBHM																						
							f. 3r		RBHM																						
							f. 3v		RB Sýslumaðr																						
							ff. 3v-4r		RBHM																						
							f. 4r		RB																						
							f. 4r		RBHM																						
							f. 4r		RBHM																						
							f. 4r		RBEM																						
						1350	f. 4va-b6	Bible	John 1: 1-14					I								Hand b									
							f. 4vb6-14		Prayer (in Latin)																						
							ff. 4vb14-5va22	Bible	10 commandments in Icelandic																						
							f. 5va22-vb		Miraculous signs of the last 14 days before the Last Judgment																						
							ff. 6v-69va	Jó																							
							ff. 69vb-71rb2		RBEM 1280																						
							f. 71rb4-vb2		RBHM																						
							ff. 71vb4-72fb11		RBHM																						
							f. 73rb12-va18		RBHM																						
							f. 73va19-27	Jó	Epilogue																						
							f. 73vb1-10		Um sektir																						
						1480	f. 73fb11-25		Parliamentary approval on Melrakkaveiði (perhaps from shortly after 1295)																						
						1350	f. 74ra-rb22	MLL	Llb. 7																						
							f. 74rb23-va6		Um dómnefnu																						
							f. 74va10-22	Jó (?)	Um arf																						
							ff. 75r-88ra	KAB																							
							ff. 88rb-100ra	Grg	Klb																						
							ff. 97v21-100ra		Tíundarlög Gizurar biskups																						
							ff. 100rb-105rb17	Jó	Um saktal																						
							f. 105rb17-vb25	KAB	ch. 35, ch. 28																						
						1490	f. 106ra-vb1		Legal formulas					II					Various			Hand a									
							f. 106vb2-12		ÞMMEA 1281																						
							f. 106vb13-27		Eccl. Instruction																						
							ff. 106vb28-107ra13		Eccl. Instruction																						
							f. 107ra14-35		RBHM 1316																						
							f. 107ra36-rb18		Gamli sáttmáli																						
						1500-1600	f. 107rb19-35 and in the lower marginalia		Foreword on the appointment of committee members to Axarárþing and further legal notations													Various scribes									
							f. 107va1-8		Foreword on the establishment of a regional assembly (from ca. 1500)																						
							f. 107va9-13		Supplement on tithes and food offerings (from ca. 1500)																						
						1600-1700	f. 107v15-33		Legal notes																						
							f. 107v lower marginalia		List on tithes and dues																						
						1500	f. 108ra1-11		Um eiða atkvæði	XV: 7 (ff. 108-114)																					
							f. 108ra12-16	Bible	quote																						
							f. 108ra17-rb		RBHM																						
							f. 108v		Table on tithes																						
						1490	ff. 109r-114ra		Ecclesiastical statutes (the youngest from 1466-1475). SEE (not known which) on f. 110va-vb, f. 112b and f. 113v																						
						1600-1700	f. 110v lower margins		Legal notes												No										
AM 136 4to	Skinnastaðabók	"II.15/II.f" (Ólafur Halldórsson, 1094)	SÁM	Codex	4to	1600	f. 1r		Inventory (Church at Hafrafellstunga)	Before first gathering: f. 1; I: 7 (3b, 1f, ff. 2-8); II: 10 (5b, ff. 9-18); III: 10 (5b, ff. 19-28); IV: 10 (5b, ff. 29-38); V: 10 (5b, ff. 39-48); VI: 10 (5b, ff. 49-58); VII: 10 (5b, ff. 59-68); VIII: 10 (5b, 69-78); IX: 10 (5b, ff. 79-88); X: 10 (5b, ff. 89-98); XI: 10 (5b, ff. 99-108); XII: 10 (5b, ff. 109-118); XIII: 10 (5b, ff. 119-128); XIV: 10 (5b, ff. 129-138); XV: 6 (3b, ff. 139-144)	Unknown	185x175	None	I	Yes	Parchment	Dry	1	20		No	Hand a	Hafrafellstunga?	None	None	None	None	None	None		[HR](https://handrit.is/manuscript/view/is/AM04-0136)
						1480-1500	ff. 1v-95r18	Jó											25	Gothic	Yes	Hand b		Romanesque	Unknown	Pen-flourished initials; Large (3-6 lines) and minor initials (2 lines)	Small, Large	None. Decorated, at times inhabited large initials, which generally are extended into the margins, are found on f. 1v1-6, f. 2v17-21, f. 7v5-8, f. 11v9-25, f. 12v23-25, f. 25r12-16, f. 28r8-10, f. 35v12-15, f. 41r4-7, f. 44v19-22, f. 67r21-24, f. 73r21-24, f. 81v14-17, f. 89v15-18, f. 95r19-21, f. 109v8-11, f. 126v15-18. On f. 145r1-3, space is left empty.	Throughout		[NorS](https://sprogsamlinger.ku.dk/q.php?p=ds/hjem/mapper/5775)
							ff. 95r19-97r23		RBEM 1294																						
							ff. 97r24-99v1		RBHM 1314																						
							ff. 99v2-101r7	Búalǫg																							
							ff. 101r8-102r9		RBHM 1308/1309																						
							ff. 102r10-103r15		Alkuin, De virtutibus et vitiis (section, trans.)																						
							f. 103r16-v13		RBME 1353																						
							ff. 103v13-104r22	KAB	ch. 35																						
							ff. 104r23-105r20	Grg	On the rights of Icelanders in Norway (from Bishop Gizzur from 1083																						
							f. 105r20-v24		RBHM 1303 (renewal of the Gamli sáttmáli)																						
							ff. 105v24-108r6		Legal formulas																						
							f. 108r7-21	KAB	ch. 27-28																						
							ff. 108r22-109v7		Legal formulas																						
							ff. 109v8-126v15	KAB	ch. 1-26, 29-34																						
							ff. 126v16-131v9		SEE 1320 [3] (beginning)																						
							ff. 131v10-132r19		SMB 1269																						
							ff. 132r20-133r12		SAB 1269																						
							f. 133r12-v2		SAB 1275																						
							f. 133v2-21		SAB 1292																						
							ff. 133v21-134r18		SAB 1280																						
							ff. 134r19-135r14		SEE 1320 [3] (end)																						
							f. 135r14-v19		SEE 1320 [1]																						
							ff. 135v20-136v7		SGB 1359																						
							ff. 136v8-137v10		SJB 1345																						
							ff. 137v11-140v3		SJB 1326																						
							ff. 140v3-141r2		SPB 1391																						
							f. 141r3-r18		SGB 1354																						
							ff. 141r18-143r19		SJE 1280																						
							f. 143r20-v		SVK 1247																						
						1500	f. 144r1-2	Lilja	beginning									Other	Various		No	Hand c		None	None	None	None	None	None		
							f. 144r3-5		Legal formulas													Hand d									
							f. 144rb6-33		Inventory (Church at Hafrafellstunga) (beginning)													Hand e									
						1570	f. 144v1-15		Parliamentary approval on working people and fishermen (1404)													Hand f									
						1500	f. 144va16-36		Inventory (Church at Hafrafellstunga) (end)													Hand e									
						1500-1600	f. 144vb		Name of rune staves													Hand g									
						1480	f. 145r1-v11		RBHM 1308/1309	Ff. 145-147 (single leaves)				II				1	26-27	Gothic		Hand h									
							ff. 145v12-146r6		RBHM 1316																						
							f. 146r9-27		SVK 1247																						
						1500-1600	f. 147ra2-vb4		Reminder for lawmen										21			Hand i									
AM 137 4to		"I.29/s" (Ólafur Halldórsson, 1094)	SÁM	Codex	4to	1637	f.1r-v		Prayer (in Icelandic)	I: 9 (1b, 7f, ff. 1-9); II: 6 (3b, ff. 10-15); III: 8 (4b, ff. 16-23); IV: 8 (4b, ff. 24-31); V: 8 (3b, 2f, ff. 32-39); VI: 7 (3b, 1f, ff. 40-46); VII: 7 (3b, 1f, ff. 47-53); VIII: 8 (4b, ff. 54-61); IX: 8 (4b, ff. 62-69); X: 8 (4b, ff. 70-77); XI: 8 (4b, ff. 78-85); XII: 8 (4b, ff. 86-93); XIII: (4b, ff. 94-101)	Unknown	215-217x160-162	None	I	Yes	Parchment	Dry	1	37		No	Hand a	Unknown	None	None	None	None	None	None		[HR](https://handrit.is/manuscript/view/is/AM04-0137/0)
						1440-1480	f. 2r		A "fjármark" by Helgi Halldórsson á Miðhúsum										29-31			Hand b		Romanesque	Y, B, R	Decorated and Lombard large initials (4-6 lines) and minor initials (3 lines)	Large, Small	One historiated initial on f. 71v1-6 (Þjófabálkr, ch. 1; A grylli figure depicted in half-profile holding good on its back). Decorated initials with acanthus motifs and fleuronnee on f. 13r21-24, f. 19r6-16 (in the margin), f. 19v22-25, f. 28r16-19, f. 36r1-6, f. 39v25-29, f. 42v26-30, f. 59v13-18, f. 64r23-28, f. 71v1-6, f. 83r1-5.	Throughout		
							f. 2v1-16		Dies mala																						
							ff. 2r17-3r13		RBHM																						
							f. 3r14-v7		RBEH																						
							ff. 3v8-4r13 (?)		Gamli sáttmáli																						
							f. 4r14-v15		RBHM																						
							ff. 4v16-5r5		RBHM																						
							f. 5r6-v4		Skipan																						
							ff. 5v5-6v6		Skipan																						
							ff. 6v7-8r11		RBHM																						
							ff. 8r12-9v20		RBHM																						
							ff. 9v21-10r2		MLL (?, on ómaga) (fragmented)																						
							f. 10r3-v18		MLL (?)																						
							ff. 10v19-11v3		MLL (?)																						
							ff. 11v4-12r		Foreword on the appointment of committee members to the Örvaþing at Grafarbakki																						
							ff. 12v-82v	Jó																							
							ff. 83r-101r12	KAB																							
						1500	f. 101r13-31		Gamli sáttmáli													Hand c									
							f. 101v1-24		On the tax for the poor													Hand d									
						1637	f. 101v (lower margin)		On agriculture													Hand a									
AM 138 4to		"II.24" (Ólafur Halldórsson, 1094) (copy of AM 350 fol.)	SÁM	Codex	4to	1500	ff. 1v-95v21	Jó		I: 8 (4b, ff. 1-8); II: 8 (4b, ff. 9-16); IIII: 8 (8f, ff. 17-24); IV: 8 (3b, 2f, ff. 25-32); V: 8 (4b, ff. 33-40); VI: 8 (4b, ff. 41-48); VII: 8 (4b, ff. 49-56); VIII: 8 (4b, ff. 57-64); IX: 8 (4b, ff. 65-72); X: 8 (4b, ff. 73-80); XI: 8 (4b, ff. 81-88); XII: 8 (4b, ff. 89-96); XIII: 8 (4b, ff. 97-104); XIV: 8 (4b, ff. 105-112); XV: 8 (4b, ff. 113-120); XVI: 8 (4b, ff. 121-128); XVII: 8 (4b, ff. 129-136); XVIII: 8 (4b, ff. 137-144); XIX: 8 (4b, ff. 145-152); XX: 8 (4b, ff. 153-160); XXI: 8 (4b, ff. 161-168); XXII: 8 (4b, ff. 169-176); XXIII: 6 (3b, ff. 177-182)	Unknown	200x152	None	I	No	Parchment	Dry	1	25-26		Yes	Hand a (until a part in Llb according to Storm 1885, 206), the rest written by hand b	Unknown	Romanesque	Unknown	Pen-flourished initials; Large (3-6 lines) and minor initials (2 lines)	Large, Small	None. Decorated, often inhabited initials that generally are extended into the margins on f. 1v1-4, f. 2v14-21, f. 8r7-13, f. 13r4-25 (entirely in the margin), f. 14v5-10, f. 27v18-22, f. 30v21-24, f. 38v12-17, f. 43v20-25, f. 47v1-7, f. 69v23-26, f. 74v9-13, f. 82v3-7, f. 90r7-12, f. 95v23-25, f. 110v3-6, f. 121v12-20, f. 147v1-16 (entirely in the margin), f. 154v22-24, f. 157v24-26, f. 166r1-12, f. 169v18-20, f. 175v24-26, f. 179r6-8, f. 179v1-3, f. 179v22-24	Throughout		[HR](https://handrit.is/manuscript/view/is/AM04-0138)
							ff. 95v24-96r16		RBMH 1267																						[NorS](https://sprogsamlinger.ku.dk/q.php?p=ds/hjem/mapper/5798)
							ff. 96r17-97v24		RBEM 1280																						
							ff. 97v25-98r23		RBHM 1306																						
							f. 98r24-v5		RBHM 1313																						
							f. 98v6-21		RBHM 1306 [2]																						
							ff. 98v22-99r24		RBHM 1313 [2]																						
							f. 99r25-v20		RBHM 1318																						
							ff. 99v21-100r7		RBHM 1313 [3]																						
							f. 100r8-v17		RBHM 1309																						
							ff. 100v18-102r9		RBHM 1303																						
							ff. 102r10-102v6		RBHM 1316																						
							ff. 102v7-103v5		RBHM 1315																						
							f. 103v6-22		RBHM 1303 [2]																						
							ff. 103v23-104r19		RBHM 1305																						
							f. 104r20-105v7		RBHM 1318																						
							ff. 105v8-106r1		RBHM 1313 [4]																						
							f. 106r2-15		RBME 1320																						
							f. 106r16-v10		RBME 1320 [2], with RBHM 1309																						
							f. 106v11-26		RBME 1330																						
							f. 107r1-v1		RBME 1329																						
							f. 107v2-11		RBMH [undated]																						
							ff. 107v12-108r1		ÞMMEA 1281																						
							ff. 108r2-110r20		Legal formulas (Old Icelandic)																						
							ff. 110r21-121v11		Saktal í Jónsbók																						
							ff. 121v12-141v7	KAB																							
							ff. 141v8-142r9		SVK 1247																						
							ff. 142r10-147v3		SIP 1269 (with Sættargerð Magnúsar konungs og Jóns erkibiskups 1277)																						
							ff. 147v4-149r24		SKE 1327																						
							ff. 149r25-154v21		SJB 1326																						
							ff. 154v22-157v23		SEE 1320 [1]																						
							ff. 157v24-166r4		SEE 1320 [2]																						
							ff. 166r5-169v18		SPE 1342																						
							ff. 169v19-170v18		SAB 1281																						
							ff. 170v19-171r16		Summa de casibus (trans. Reymond of Pennafort [excerpt])																						
							f. 171r17-v10		Summa de casibus (trans. Godefridus Andevangensis [excerpt, from Liber Extra X 4.7.2])																						
							ff. 171v11-172v2		Translated clauses for statutes																						
							ff. 172v3-173r17		SMB 1224																						
							ff. 173r18-175v23		SAB 1269, with parts of SAB 1275, parts of SAB 1290, parts of SAB 1280																						
							ff. 176v24-178r5		SGB 1359																						
							178r5		SEE 1320 (section)																						
							f. 178r6-179r5		Saktal hins forna Kristin rétts																						
							f. 179r6-25	KJE	ch. 49																						
							f. 179v1-22	Sættargerð Eiríks konungs og Árna byskups 1297																							
							ff. 179v22-181v11		Legal formulas													Hand c		None	None	None	None	None	None		
							f. 181v12-18		On the fees for candles																						
						1700	f. 182r1-4	Annals (1275-1277)														Hand d									
AM 139 4to		"II.6" (Ólafur Halldórsson, 1094) (copy of AM 350 fol.)	SÁM	Codex	4to	1400 (ONP); 1400-1500 (Kålund 1899, 427)	ff. 1r-71r17	Jó		I: 6 (3b, ff. 1-6); II: 9 (4b, 1f, ff. 7-15); III: 7 (3b, 1f, ff. 16-22); IV: 5 (2b, 1f, ff. 23-27); V: 8 (4b, ff. 28-35); VI: 8 (4b, ff. 36-43); VII: 6 (2b, 2f, ff. 44-49, f. 47 and f. 48 are the same leaf: „47-48“ / „47(-48)“); VIII: 5 (2b, 1f, ff. 50-54); IX: 6 (3b, ff. 55-60); X: 8 (4b, ff. 61-68); XI: 3 (3f, ff. 69-71)	Unknown	235x170	None	I	Yes	Parchment	Dry	1	26	Gothic	Yes	Hand a (Magnús Þorhalsson)	Helgafell area	Romanesque, High Gothic	Y, R, B	At times decorated initials; Large (3-6 lines) and minor initials (2 lines)	Small, Large	One historiated initial on f. 68v1-3 (Þjófabálkr, ch. 1; In the left margin and attached to the initial, a hanged figure is depicted with the hands bound on the back. The figutre wears a tunic and an attached liripipe). Decorated, at times Lombard initials on f. 4v15-17, f. 9r3-5, f. 18v18-20 (Zoomorphic initial: A letter formed in the way of a dragon), f. 21r16-18, f. 33r1-3, f. 52r3-5, f. 55r2-4, f. 63r17-19,	Throughout		[HR](https://handrit.is/manuscript/view/is/AM04-0139)
						1400-1500	f. 71r18-25		Um eiða atkvæði													Hand b	Unknown	None	None	None	None	None (on f. 72v1-6, empty space was provided for an initial to be painted later)	None		[NorS](https://sprogsamlinger.ku.dk/q.php?p=ds/hjem/mapper/5813)
						1400 (ONP); 1400-1500 (Kålund 1899, 427)	f. 71v	KAB	ch. 1											Gothic		Hand a (Magnús Þorhalsson)	Helgafell area								
AM 140 4to		"I.35/x" (Ólafur Halldórsson, 1094)	SÁM	Codex	4to	1546-1552	f. 1r	Annals (1546-1552)		Unknown	Unknown	200x145	None	I	No	Parchment	Dry	1	9		No	Hand a	Unknown	None	None	None	None	None	None		[HR](https://handrit.is/manuscript/view/is/AM04-0140/0)
						1530	ff. 3r-115v1	Jó											23		Yes	Hand b		Romanesque, Early Gothic	Y, R, B	Pen-flourished initials; Large (3-6 lines) and minor initials (2 lines)	Small, Large	Three miniatures on f. 1v (It shows they iconography of the Calvery group and framed with a double grid and selected Romanesque motifs), f. 2r (It shows a seated figure (Óláfr helgi) holding an axe and the imperial orb in its hands, placed on a large-scaled throne bench with two largel dragon heads looking towards the seated figure. The throne bench is illuminated with a number of simplified Romanesque motifs) and on f. 2v (It shows a seated figure (Óláfr helgi) holding an axe and a ring (?) in its hands, placed on a throne bench with various figural and ornamental motifs. Below the seated figure and before the throne bench, a beast figure is shown biting its own tail (?) and looking back towards a bird on the right. The whole illuminated is encitcled by four beast figures on each corner of the illumination). Furthermore, six partly historiated initials on f. f. 4v1-5 (Þingfararbálkr, ch. 1; Historiated littera florissa with a figural ending on the upper right side with an embedded dragon figure. A seated and crowned figure [Óláfr helgi] with an axe and the imperial orb in its hands. The figure is seated on an embellished throne bench), f. 9v18-22 (Kristindómsbálkr, ch. 1; A crowned figure holding a ring [?] in ist heraldic left hand, the other is placed before the stomache. The figure is seated on a throne bench), f. 30r1-4 (Kvennagiftingar, ch. 1; two figures [likely to represent a female and a male] standing and shaking hands), f. 53v9-13 (Búnaðarbálkr, ch. 1; One figure wearing a liripipe is depicted on the right and pointing upwards and downwards. On the left, a horse is depicted looking towards the figure), f. 86v19-23 (Kaupabálkr, ch. 1; A figure looking towards the right and having a beast figure [a dog?] bound in its back), f. 125r15-18 (Kristinréttr Árna Þorlákssonar, ch. 1; A figure with horns [Devil?] is depicted in the middle in half-profile). Generally, many of the historiated and/or ornamented large initials are extended into the surrounding margins. Decorated liera florissa, at times inhabited, are found on f. 15r1-12 (Lombard initial in the margins), f. 16r14-18, f. 18v16-18, f. 80r19-23, f. 97r1-5, f. 107v16-20, f. 116r17-20 (Lombard initial).	Throughout		
							f. 115v2-15		Alkuin, De virtutibus et vitiis (section, trans.)																						
							ff. 115v3-116r16		On skrúðklæðabúnað																						
							ff. 116r17-119r16		RBEM 1294																						
							ff. 119r17-120r20		RBHM 1305																						
							ff. 120r21-123r14		RBHM 1314																						
							ff. 123r15-124v		Legal formulas																						
							f. 125r1-15	Jó	Kdb ch. 1																						
							ff. 125v16-139r2	KAB																							
AM 147 4to	Heynesbók	"I.13/v" (Ólafur Halldórsson, 1904); "hs." (Olsen, 1906-1908)	SÁM	Codex	4to	1525-1550 (ff.1r-13v)	ff. 1r-89r15	Jó		I: 5 (2b, 1f, ff. 1-5); II: 8 (4b, ff. 6-13)	Unknown	152-157x110-129	None	I	Yes	Parchment	Dry	1	26-30	Cursiva A	Yes	Hand a	Unknown	Romanesque, High Gothic	Y, R, G, B	Pen-flourished, often interlaced initials; Large (6-11 lines) and minor initials (2-3 lines)	Small, Large	The manuscript does not feature historiated initials but a large number of historiated scenes painted in the margins (and only in the oldest production unit), in addition to the general tendency that large initials are inhabited and exnteded into the margins. Scenes in the margins are found on f. ex. f. 8v (naked man), f. 9r (a bird), f. 9v (two half-profiled faces), f. 10r (two half-profiled faces and a gryllus figure, f. 21r (two half-profiled faces), f. 21v (a naked, laying figure and a half-profiled face), f. 22v (a half-profiled hand in a bishop's costume [?], a naked beast figure next to the text "vari skapad e[r] I sels hetif[ur?] ero aa"), f. 23r (a face, a half-naked figure and a further, unidentifiable figure), f. 23v (a half-profiled face and a gryllus figure), f. 27r (a half-profiled, hooded face), f. 29v (a laying figure holding a speech scroll showing four, partly reversed runes I Þ K F [?]), f. 35v (a gryllus figure), f. 39r (one half-depicted figure with a hood and a half-profiled face with a speech roll saying "e[k] er kallaðr að þvermao" [?]), f. 40r (one figure and a beast figure [?] crammed together), f. 40v (two half-profiled faces wearing hats), f. 41v (a beast figure with wings), f. 42r (a hooded beast figure and a half-profiled face), f. 42v (three half-rofiled faces, at least one if which seemed to have been added later), f. 43r (three half-profiled faces (at least one added later), f. 43v (two half-profiled faces (one added later), f. 44r (four half-profiled beast figures), f. 44v (two half-profiled faces, a deer [?] and a figure with a wood in its hand, next to the text "þu stingar illa torf en stelur þo lódinne"), f. 45r (three centrally depicted cattle and three half-profiled faces with hats), f. 45v (a beast figure and a face with a hat), f. 46r (a half-prfiled face and two figures cutting tree), f. 46v (six beast figures and a bird in the lower and left margin), f. 47r (three half-profiled faces and one figure cutting grass with a scythe), f. 47v (two beast figures, one half-profiled face and one figure raking), f. 48r (four half-profiled faces, a beast figure and one laying figure holding a bird), f. 48v (a face in the left margin, in the lower margin four figures shaking hands two and two, and a beast figure), f. 51v (two horses fighting an a half-profiled figure on the left witha rod), f. 52r (a beast figure), f. 52v (two half-profiled faces looking at each other, a skull [?] and a beast figure), f. 53r (one beast figure and two figures, one holding up its heraldic right hand, the other pointing at the text above), f. 53v (one half-profiled face, a beast figure and a dragon capturing a goat), f. 54r (a scene consisting of a house, a boat steered by a hooded figure on water and a figure holding a goat next to the text "villtu flytia saud"), f. 54v (a half-profiled face and a laying figure holding a cloth around its one foot), f. 55r (two beast figures and a horse), f. 55v (a sitting figure holding a cloth), f. 56r (a figure with a sword taking a bow before a horse), f. 56v (a sitting figure holding a large hammer [?] and a further figure sitting on a horse), f. 57r (a beast figure with two branches of leaves coming from its mouth), f. 57v (a beast figure and a figure holding up a halberd), f. 58r (two figures arguing), f. 58v (three scenes: A figure in the left margin shooting with a bow at two birds, in the lower margin a half-profiled figure throwing a stone at a guck and a figure holding up a ring [?] in which a fish bites), f. 59v (three scenes (in the right margin one laying figure holds a fish, in the lower margin one laying figures gets biten by a bird and a further figure holds a bird [duck?] on the back and with the other a knife), f. 59v (a half-profiled face looking at a figure that is pointing to a second figure that collects fruits [potatoes?] from a sack), f. 63r (a smiling face), f. 63v (two dogs fighting with a figure holding a rod, in the left margin a beast figure and a hooded face), f. 67r (a figure dragging a cattle on a leash attached to the horns of the cattle), f. 69r (two figures holding wood), f. 69v (a figure on a horse looking back to a dog with the text "brii I fox". Before the horse is a dog [fox?] depicted), f. 70r (a large and a small sheep/goat), f. 70v (a beast figure with sharp teeth and a figure with an axe), f. 71r (a laying cow with the text "dauð er baula" and tree figures, one holding an axe), f. 71v (two figures dragging a horse), f. 72r (two figures holding parts of a beast, one of them holding an axe high), f. 72v (three figures, one holding a vessel [?], one carrying a jar and one about to fill up a jar from two barrels), f. 73r (four figures holding different tools to indicate measurements, with related small texts), f. 74r (four figures pulling a boat), f. 74v (to figures are depicted, one laying on a bed with the text "Hér ligg ek drukkinn" and one sitting with the head fallen on one arm and with the text "Hér sit ek sofandi og fordrukkinn"), f. 75r (two figures, one laying on a bed with the text "ek get nu eigi drukkit lengra", while the other is serving a jug), f. 76v (a beast figure), f. 82r (a figure with a ram bound on its back, a further figure leading this figure, and a third figure sitting on a bench with a book open on its chest), f. 83r (a figure in half-profile and from torso downwards covered in sand [?]), f. 113v (floral ornamentation in the left margin), f. 117v (a [likely later added] figure holding a branch in its heraldic right hand), f. 118v (ornamentation motif in the lower margin), f. 120v (ornamentation motif in the upper left margin). Decorated and interlarced initials are found on f. 1r1-10, f. 2v15-21, f. 8r1-10, f. 12r8-17, f. 24r3-14, f. 27r1-7, f. 32v24-29, f. 37r10-20, f. 40v3-13, f. 60r17-24, f. 65v11-17, f. 73v6-12, f. 81v20-26, f. 89r16-22, f. 112r1-11 (with a scene in the margin: The initial is extended into the whole left margin and embellished with palmette ornamentation. In the right lower margin, three figures are depicted: A (likely female) figure holds a young child towards a third figure that blesses the child. The third figure is clad in priest clothing and likely holds a chrism in its hands),	Throughout, but mainly in the oldest production unit		[HR](https://handrit.is/manuscript/view/is/AM04-0147/0)
						1600 (ff. 14r-20v)				III: 7 (3b, 1f, ff. 14-20)				II	No		No					Hand b									[NorS](https://sprogsamlinger.ku.dk/q.php?p=ds/hjem/mapper/5870)
						1525-1550 (ff. 21r-85v)				IV: 6 (3b, ff. 21-26); V: 12 (6b, ff. 27-38); VI: 10 (5b, ff. 39-48); VII: 10 (5b, ff. 49-58); VIII: 10 (5b, ff. 59-68); IX: 8 (4b, ff. 69-76); X: 9 (4b, 1f, ff. 77-85)				I	Yes		Dry			Unknown		Hand a									
																	Dry			Cursiva A											
																															
																															
																															
																															
																															
																															
																				Cursiva R											
						1600-1700 (ff. 86r-88v)				XI: 3 (1b, 1f, ff. 86-88)				III	No		No					Hand c									
						1525-1550 (ff.89r-92v)				XII: 4 (2b, ff. 89-92); XIII: 5 (2b, 1f, ff. 93-97); XIV: 6 (3b, ff. 98-103); XV: 4 (2b, ff. 104-107); XVI: 4 (2b, ff. 108-111);				I	Yes		Dry					Hand a									
							ff. 89r17-91v5		RBKK 1510																						
							ff. 91v6-92v12		RBHM 1314											Unknown											
						1600 (ff. 93v13-111v)	f. 92v13-23		RBHM					II	No		No					Hand b				Lombard small initials					
							ff. 93r-94r3		RBHM																						
							f. 94r4-v11		RBHM																						
							ff. 94v12-95r2		RBHM																						
							f. 95r3-15		RBHM																						
							f. 95r15-v9		RBHM																						
							ff. 95v11-96r22		RBHM																						
							f. 96r23-v3		RBHM																						
							f. 96v4-11		RBHM																						
							ff. 96v13-97v13		RBHM																						
							ff. 97v16-98r17		RBEK																						
							ff. 98r19-99v3		RBEK																						
							ff. 99v7-100v8		RBMK																						
							ff. 100v13-101v14		Parliamentary statutes																						
							ff. 101v17-102r3		RBKK																						
							f. 102r5-17		RBHK																						
							f. 102r17-v		RBHK																						
							f. 103r		RBKK																						
							f. 103v1-5		RBHK																						
							f. 103v6-21		RBHK																						
							ff. 105r-107r18		RBKK 1450																						
							f. 107r20-v		Gamli sáttmáli																						
							ff. 108r-109v		Judgement list																						
																															
							f. 109v17-19	Búalǫg	section																						
							f. 110r-v3		RBEK																						
							f. 110v5-21		On tithe and light toll																						
						1525-1550	ff.112r-133v	KAB		XVII: 8 (4b, ff. 112-119); XVIII: 8 (4b, ff. 120-127); XIX: 6 (3b, ff. 128-133)				I	Yes		Dry					Hand a				Pen-flourished, often interlaced initials; Large (6-11 lines) and minor initials (2-3 lines)					
																															
																															
AM 148 4to	Landeyjarbók	"II.25" (Ólafur Halldórsson, 1094) (copy of AM 350 fol.)	SÁM	Codex	4to	1500	ff. 1v-103v1	Jó		Unknown	Unknown	190x130	None	I	No	Parchment	Dry	1	26		Yes	Scribe a	Unknown	Romanesque, Early Gothic	Unknown	Pen-flourished, at times inhabited initials; Large and medium initials (3-8 lines) and minor initials (2 lines)	Small, Medium, Large	None. Large and medium initials are found on f. 1v1-8, f. 2v13-15, f. 7v16-18, f. 13v1-6, f. 26r16-21, f. 29v1-5, f. 37v3-8, f. 43r1-6, f. 47r1-8, f. 72r22-26 (extended into the lower margin, where a beast figure is depicted), f. 78r7-13 (extended into the lower margin, where a dragon is depicted), f. 87v1-8, Þjófabálkr, ch. 1 (with a scene likely historiated: The initial stem is extended into the whole left margin and embellished in the lower margin with palmette ornamentation. Likely added contemporaneously with the original book painting, on the right in the lower margin is a historiated scene depicted showing the prosection of a thief (stolen goods bound on the back) by a further figure with a large hat, and a large number of visitors depicted as a crowd on the right), f. 115v1-4 (with a scene in the margin likely historiated: In the lower margin, two beast figures are depicted, the one on the right hunting the one on the left), f. 124r20-22 (Lombard initial)	Throughout		HR
							f. 103v2-16		Parliamentary approval on Melrakkaveiði (perhaps from shortly after 1295)																						[NorS](https://sprogsamlinger.ku.dk/q.php?p=ds/hjem/mapper/5888)
							f. 103v17-25		RBHM																						
							f. 104r1-8		RBHM																						
							f. 104r9-15		SVK 1247																						
							ff. 104r16-105v1		Legal formulas																						
							f. 105v2-106r13	Hrðs																							
							f. 106r14-v2		ÞMMEA 1281																						
							ff. 106v3-107r3	KAB																							
							ff. 107r4-v19		Legal formulas																						
							f. 107v20-108r6		Um eiða atkvæði																						
							f. 108r7-14		RB																						
							f. 108r15-v2		RB																						
							ff. 108v3-109r14		RBHM																						
							f. 109v15-v16		RBHM																						
							ff. 109v17-110r20		RBHM																						
							ff. 110r21-114r		RBEK 1280																						
						1600	f. 114v	Table of Contents	Jó Mah													Scribe b									
						1500	ff. 115v-132v5	KAB	ch. 1-35													Scribe a									
							ff. 132v6-133v11		SEE 1320 [1]																						
							ff. 133v12-135v18		Tíundarlög Gizurar biskups																						
							ff. 135v19-136r3		SMB 1224																						
							ff. 136r4-v9		SAB																						
